,OBER IN Equity,HEXW IN Equity,FORH IN Equity,TGBL IN Equity,TRCL IN Equity,NTCPH IN Equity,TI IN Equity,GFLC IN Equity,PEPL IN Equity,SI IN Equity,HWA IN Equity,WLSI IN Equity,IRB IN Equity,ADE IN Equity,RCAPT IN Equity,WHIRL IN Equity,AIAE IN Equity,INXW IN Equity,0CL IN Equity,VOLT IN Equity,GPPV IN Equity,APTY IN Equity,BIOS IN Equity,CIFC IN Equity,SPADV IN Equity,MPHL IN Equity,BOI IN Equity,RELI IN Equity,GRHF IN Equity,MACA IN Equity,IDBI IN Equity,SANL IN Equity,MRPL IN Equity,INFOE IN Equity,PI IN Equity,SJVN IN Equity,TTCH IN Equity,IPCA IN Equity,UNBK IN Equity,FB IN Equity,CRG IN Equity,RPWR IN Equity,TVSL IN Equity,BOOT IN Equity,SUEL IN Equity,PFIZ IN Equity,TCOM IN Equity,JUBI IN Equity,LTFH IN Equity,DITV IN Equity,SCUF IN Equity,CBOI IN Equity,JSW IN Equity,NBCC IN Equity,TMX IN Equity,MTCL IN Equity,3M IN Equity,GDSP IN Equity,WIL IN Equity,NLC IN Equity,EXID IN Equity,ATD IN Equity,MAX IN Equity,PLNG IN Equity,CRISIL IN Equity,AJP IN Equity,CBK IN Equity,KNPL IN Equity,ALPM IN Equity,SUNTV IN Equity,BYRCS IN Equity,MMFS IN Equity,RJEX IN Equity,WPL IN Equity,BRGR IN Equity,RCOM IN Equity,VED LN Equity,HNDL IN Equity,GILL IN Equity,PAG IN Equity,TPWR IN Equity,PIEL IN Equity,HAVL IN Equity,SUF IN Equity,AMRJ IN Equity,MRF IN Equity,BDE IN Equity,BJHI IN Equity,NHPC IN Equity,APHS IN Equity,SAIL IN Equity,DLFU IN Equity,SHTF IN Equity,PG IN Equity,IDFC IN Equity,LICHF IN Equity,CSTRL IN Equity,TATA IN Equity,JSTL IN Equity,UBBL IN Equity,UPLL IN Equity,PNB IN Equity,AL IN Equity,ABB IN Equity,RECL IN Equity,ACC IN Equity,IHFL IN Equity,BHFC IN Equity,ABNL IN Equity,CLGT IN Equity,SKB IN Equity,MRCO IN Equity,BHE IN Equity,HPCL IN Equity,BAF IN Equity,CAIR IN Equity,OINL IN Equity,TRP IN Equity,YES IN Equity,HMN IN Equity,VEDL IN Equity,BJFIN IN Equity,ESOIL IN Equity,CCRI IN Equity,PIDI IN Equity,GLXO IN Equity,TTAN IN Equity,KKC IN Equity,POWF IN Equity,DIVI IN Equity,GNP IN Equity,GRASIM IN Equity,ACEM IN Equity,GRASIM/F IN Equity,OFSS IN Equity,Z IN Equity,BRIT IN Equity,BOB IN Equity,GAIL IN Equity,MSS IN Equity,CDH IN Equity,SRCM IN Equity,NMDC IN Equity,ARBP IN Equity,SIEM IN Equity,HMCL IN Equity,GCPL IN Equity,UNSP IN Equity,IIB IN Equity,DABUR IN Equity,EIM IN Equity,BHEL IN Equity,TECHM IN Equity,CIPLA IN Equity,HZ IN Equity,IDEA IN Equity,NEST IN Equity,BPCL IN Equity,BJAUT IN Equity,PWGR IN Equity,ADSEZ IN Equity,MM IN Equity,BOS IN Equity,DRRD IN Equity,APNT IN Equity,BHIN IN Equity,UTCEM IN Equity,LPC IN Equity,NTPC IN Equity,IOCL IN Equity,TTMT IN Equity,KMB IN Equity,AXSB IN Equity,MSIL IN Equity,HCLT IN Equity,BHARTI IN Equity,WPRO IN Equity,LT IN Equity,ICICIBC IN Equity,SBIN IN Equity,HDFC IN Equity,HUVR IN Equity,ONGC IN Equity,SUNP IN Equity,COAL IN Equity,HDFCB IN Equity,INFO IN Equity,ITC IN Equity,RIL IN Equity,TCS IN Equity
03.11.2006,0,86.34,0,72.69,174.24,22.47,83,344.52,0,44.36,1699.2,84.05,0,13.67,588.4,32.8,227.42,0,56.13,109.97,0,32.91,183.31,134.99,0,213.95,177.65,510.85,12.24,0,81.7,1515.07,40.55,0,5.58,0,225.76,86.13,132.35,16.65,97.37,0,53.05,562.25,262.94,804.92,442.55,0,0,0,133.8,0,0,0,339.85,0,1367.9,167.77,0,65.95,39.59,161.81,190.45,52.85,222.95,9.82,293.1,44.96,0,310.9,213.2,48.56,39.43,414.3,26.1,391.95,1465,169.32,855.28,0,53.48,191.66,31,104.72,27.92,4196.92,591.15,616.17,0,227.68,86.15,0,120.3,903.6,38.55,36.32,54.8,433.64,325.35,181.02,149.63,103.94,21.7,706.71,0,999.76,0,363.75,960.29,204.59,581.02,50.64,373.17,334.1,430.15,0,0,93.9,112.5,97.57,60.91,0,54.2,684.45,51.28,1100.39,38.29,190.76,0,141.49,216.05,2091.82,122.52,0,1537.05,102.6,230.9,54.12,165.2,18.55,43.62,1219.95,83,61.62,631.95,731.86,157.41,793.4,42.5,50.1,342.12,248.33,248,255.53,90.46,0,1050.13,206.05,0,0,0,382.26,3547.15,780.3,69.22,0,898.7,100.28,130.38,261.83,156.26,91.38,88.11,974.75,148.98,273.75,283.25,446.51,154.55,106.06,295.8,229.13,219.43,84.3,0,200.31,506.02,90.92,643.85,515.24
10.11.2006,0,84.85,0,71.71,164.34,22.8,80.1,328.42,0,45.85,1621.05,84.38,0,15.2,566.4,32.3,226.78,0,55.06,108.27,0,32.48,177.54,138.55,0,232.8,175.6,521.15,12.02,0,79.95,1479.92,39.7,0,5.58,0,230.28,85.77,130.55,16.33,102.49,0,50.35,553,286.17,789.75,462.6,0,0,0,157.15,0,0,0,349,0,1497.95,156.32,0,66.1,38.97,166.18,199.37,51.8,223.78,9.82,290.3,44.23,0,355.63,195.4,50.07,38.17,411.9,26,391.3,1433,166.91,923.81,0,53.06,195.2,31.33,106.31,27.2,4095.45,605.5,563.63,0,269.63,87.75,0,120,924.75,39.48,36.15,54.91,442.13,335.45,175.99,140.57,103.38,22.92,693.32,0,1007.8,0,377.65,968.31,194,560.76,49.99,367.3,299.45,375.71,0,0,93.38,115,93.72,63.43,0,54.9,730.75,53,1123.05,38.55,200.36,0,137.46,233.55,2011.77,133.01,0,1546,103.91,224.11,52.53,168.43,19.29,44.76,1324.35,75.83,60.93,618.03,697.72,158.2,877.55,48.65,49.23,376.24,245.44,249.84,267.3,95.32,0,1043.17,181.88,0,0,0,413.34,3572.53,788.55,70.07,0,894,100.2,129.34,241.6,156.79,90.5,89,907.35,153.83,272,287.18,444.81,166.19,106.99,299.65,245.77,219.65,88.26,0,208.9,521.84,90.27,642.65,516.09
17.11.2006,0,86.34,0,69.04,155.71,23.29,73.45,314.92,0,43.13,1598,84.43,0,15.61,552.17,30.55,214.14,0,55.03,98.28,0,32.25,176.16,133.85,0,262.3,190.8,514.95,12.23,0,78.8,1444.57,41.8,80,5.58,0,223.17,85.11,136.9,16.57,104.18,0,48.38,545,276.17,754.88,439.45,0,0,0,155.6,0,0,0,365.6,0,1500,153.63,0,64,38.15,166.61,175.24,50.65,218.35,9.54,302.15,43.63,0,341.21,217.7,48.76,38.42,403.15,25.1,400.05,1236,158.48,870.42,0,53.75,186.61,31.9,104.65,26.58,4284.98,549.2,555.54,0,244.18,84.85,0,127.05,905.45,37.72,34.5,55.17,419.29,316.4,179.58,145.5,106.82,21.77,682.68,0,1089,0,369.2,1037.37,188.8,544.45,48.78,373.63,319.1,358.51,0,0,95.94,115.65,93.92,59.77,0,51.85,723.88,51.28,1081.79,37.25,193.3,0,145.49,269.3,1998.64,134.74,0,1507.95,105.61,224.77,52.83,174.64,19.05,42.09,1343.95,80,59.3,596.88,668.25,160.97,822.35,44.75,46.58,359.69,242.91,278.77,258.92,88.26,0,1026.07,189.15,0,0,0,403.89,3484.24,735.6,70.38,0,882.45,100.52,137.71,256.05,155.37,97.19,97.01,889.15,153.59,290.42,294.46,450.89,175.31,115.71,321.05,232.52,212.14,90.26,0,225.31,533.21,88.2,629.63,528.86
24.11.2006,0,92.11,0,71.73,151.93,22.96,75.6,324.88,0,40.49,1525.8,92.59,0,20.24,572.04,33.95,239.24,0,56.21,102.88,0,33.9,173.62,133.81,0,270.2,200.3,543.2,12.43,0,77.85,1435.39,41.3,145.93,5.58,0,224.26,94.7,131.4,16.58,105.41,0,50.3,529.15,295.18,751.04,435.95,0,0,0,150,0,0,0,382.15,0,1556.9,182.7,0,64.6,38.29,188.74,177.72,50.65,216.31,9.24,302.4,43.18,0,378.02,213.15,49.04,38.27,392.45,24.08,423.65,1314,161.25,895.67,0,55.69,195.16,31.64,100.78,27.28,4269.84,571.5,570.9,0,232.38,90.25,0,128.15,899.65,39.33,35.34,58.6,425.23,331.15,179.28,164.7,109.36,21.77,716.05,0,1065.87,0,376.85,1072.74,190.82,533.93,49.73,392.22,316.7,353.17,0,0,92.92,130.8,95.35,63.22,0,51.7,719.98,57.86,1134.85,39.28,196.83,0,154.75,266.38,1995.24,137.32,0,1649.45,116.24,222.99,54.76,170.09,20.4,40.66,1337.1,79.67,59.32,588.53,711.48,155.39,793.8,44.75,48.22,342.12,252.78,285.23,263.76,90.97,0,1019.41,188.43,0,0,0,416.32,3402.95,755.15,70.18,0,879.95,103.1,148.71,251.68,158.19,93.28,99.3,911.95,155.6,308.33,315.81,461.72,174.57,118.66,329.88,235.58,214.16,90.98,0,221.2,545.18,87.16,631.17,555.35
01.12.2006,0,89.43,0,70.73,156.73,25.02,74.35,333.2,0,41.4,1564.85,86.87,0,21.5,603.28,31.25,267.91,0,54.96,108.47,0,35.5,186.49,133.26,0,268.55,208.85,540.9,12.4,0,74.25,1442.29,41.65,158.55,5.58,0,218.69,104.99,132.95,17.07,111.31,0,49.45,538.3,293.47,753.82,440.7,0,0,0,142.1,0,0,0,380.35,0,1518.3,184.05,0,63.2,38.29,194.37,174.85,52.5,212.48,9.56,311.1,42.09,0,386.01,223.95,49.76,39.19,376.8,23.92,441.7,1299,155.85,875.7,0,57.68,200.49,33.45,100.8,26.83,4522.73,542.95,595.5,0,221.23,86.75,0,132.85,904.1,39.04,34.64,53.65,412.07,328.55,181.12,161.95,111.05,21.65,737.27,0,1123.15,0,364.35,1151.5,189.39,552.56,51.48,401.92,288.05,336.51,0,0,95.08,128.25,88.55,63.64,0,49.5,715.83,63.91,1128.06,38.74,199.65,0,154.43,277.63,2058.21,142.07,0,1678.55,119.06,227,54.55,175.24,20.1,39.88,1391.6,78.33,64.05,589.53,741.58,156.62,810.6,45.2,49.2,358.62,251.72,280.06,254.13,95.46,0,1108.06,170.98,0,0,0,418.18,3454.86,770.8,71.51,0,915.95,107.33,146.68,223.6,161.52,93.29,98.7,951.95,156.13,316.65,321.64,459.44,175.63,128.57,328.19,233.35,216.4,96.12,0,224.74,535.32,91.11,630.53,574.35
08.12.2006,0,93.5,0,73,159.02,25.24,72.45,316.45,0,43.85,1777.75,84.38,0,23.56,587.96,32,277.42,0,54.04,112.81,0,34.76,178.13,122.86,0,258.85,204.9,554.9,12.71,0,84.65,1448.75,41.85,145.76,5.58,0,217.1,108.34,128,17.38,108.76,0,46.92,531,270.04,728.37,425.8,0,0,0,144.9,0,0,0,375.95,0,1505.75,176.06,0,62.15,37.28,208.4,174.86,49.95,215.76,9.55,304.3,42.7,0,348.45,270.65,49.93,50.05,370.35,23.08,447.95,1241,162.7,884.37,0,56.52,204.49,33.49,100.09,25.96,4297.04,531.4,573.79,0,222.07,86.75,0,124.25,895,38.28,33.79,53.47,426.64,328.25,189.28,157.27,110.89,22.27,765.31,0,1096.99,0,348.95,1203.3,181.4,573.75,51.87,403.62,273.95,334.08,0,0,101.48,140.25,87.39,62.6,0,51.65,708.47,59.13,1137.63,38.87,196.13,0,143.31,276.2,2057.95,139.79,0,2046.05,109.18,226.59,52.38,173.22,20.29,40.32,1396,73.33,67.85,584.75,716.76,157.46,850.5,49.85,47.62,351.55,263.91,281.42,246.6,91.56,0,1077.58,166.07,0,0,0,413.63,3360.88,774.45,70.2,0,962.5,108.19,150.54,217.8,166.11,97.75,92.99,932.55,153.97,317.2,308.75,483.18,176.07,127.88,310.28,226.94,210.02,92.12,0,217.17,535.44,89.83,634.58,568.34
15.12.2006,0,91.72,0,69.78,160.95,26.87,71.3,318.27,0,45.42,1697.5,82.55,0,23.29,570.75,29.7,260.92,0,52.33,111.37,0,35.55,174.73,128.29,0,272.2,192.6,540.2,13.71,0,76.1,1367.27,39.8,144.43,5.58,0,223.22,107.28,119.15,16.49,119.29,0,43.83,526.1,260.74,720.83,404.75,0,0,0,146.2,0,0,0,371.05,0,1554.5,181.3,0,58.2,36.89,199.39,176.94,50.9,211.6,9.64,280.55,40.62,0,332.85,256.55,48.4,57.82,345.2,22.92,466.25,1245,161.38,876.35,0,53.93,201.53,33.29,99.8,24.95,4233.53,535.4,558.22,0,219.45,82.75,0,132.65,880.65,36.86,31.87,52.41,404.15,339.05,176.14,152.55,101.56,21,729.87,0,1052.67,0,340.3,1186.65,185.77,544.4,54.8,426.98,274.4,337.24,0,0,96.68,141.9,82.01,61.53,0,46.45,724.73,60.68,1075.19,37.93,187.09,0,139.81,291.52,2035.45,138.75,0,2008.8,107.62,227.05,49.35,163.81,21.54,41.08,1406.1,65,69.55,567.42,708.73,151.09,851.85,43.5,49.13,340.59,250.03,282.67,245.11,88.45,0,1056.85,162.6,0,0,0,401.68,3482.61,806.75,72.13,0,1019.7,114.23,141.72,217.73,164.47,97.91,91.73,905.9,153.6,307.98,303.23,486.5,174.16,119.3,310.73,223.89,205.07,90.77,0,211.28,544.69,84.76,626.85,560.28
22.12.2006,0,91.99,0,69.49,162.04,26.36,69.75,307.8,0,45.99,1712.75,80.72,0,22.23,584.5,30.3,258.54,0,53.47,117.06,0,34,173.74,129.89,0,290.35,189.9,524,13.37,0,74.2,1328.04,39.45,148.91,5.58,0,220.98,104.63,121.05,17.17,117.29,0,41.9,513.55,252.42,734.95,406.3,0,0,0,155.05,0,0,0,363.95,0,1522.75,182.95,0,55.8,35.88,199.99,172.68,48.25,213.75,9.54,267.05,39.1,0,338.1,253.4,52.67,56.49,331.75,22.3,468.4,1155,155.49,855.78,0,53.53,215.61,36.9,101.81,24.72,4288.02,525.3,562.93,0,220.55,82.2,0,133.55,870.4,35.29,31.61,52.62,421.27,378.55,172.41,150.9,99.31,21.27,708.34,0,1042.54,0,334.7,1155.05,185.43,553.4,53.57,419.12,270.35,357.06,0,0,95.77,131.9,78.45,69.82,0,48.35,710.9,61.25,1074.81,38.98,187.38,0,139.99,315.92,2030.68,135.29,0,1801.6,109.35,221.85,46.75,169.52,21.06,41.33,1377,71.57,69.05,561,721.48,149.46,881.95,42.05,48.03,323.49,230.18,413.88,248.75,82.42,0,1091.55,160.25,0,0,0,432.7,3387.35,803.9,71.73,0,1033.35,118.96,132.66,222.52,164.82,94.44,92.26,925.55,149.28,307.45,307.44,477.52,171.4,114.64,315.81,212.83,216.81,88.08,0,201.16,530.13,82.31,636.28,557.26
29.12.2006,0,98.83,0,70.23,166.09,28.16,70.35,304.38,0,46.15,1741.35,80.72,0,22.84,600.22,31.7,267.19,0,53.44,114.31,0,34.95,184.3,127.11,0,303.75,207.4,520.05,13.36,0,76.15,1316.14,40.8,145.09,5.58,0,214.51,119.67,122.7,16.73,119.31,0,43.63,517.05,260.96,732.88,425.15,0,0,0,160,0,0,0,388.7,0,1518,178.86,0,56.35,35.64,209.3,171,48.1,218.89,9.89,276.2,40.75,0,358.54,264.4,56.03,58.21,350.1,23.63,471.65,1221,157.98,852.99,0,54.09,221.32,37.26,102.81,25.58,4277.01,543.4,568.51,0,214.7,89.05,0,135.6,856.6,38.11,32.15,55.14,424.48,386.7,177.84,150.1,101.4,22.77,744.13,0,1078.63,0,362.95,1247.5,188.63,560.36,52.58,448.63,278.5,355.75,0,0,103.67,134.55,85.21,70.55,0,54.7,708.45,61.05,1111.86,42.92,195.14,0,152.79,301.35,2089.88,139.64,0,1950.1,116.03,218.87,48,172.73,21.67,43.22,1454.8,75,70.6,568.15,734.41,148.42,864.45,47.35,48.97,336.52,229.94,418.14,250.69,81.66,0,1130.14,169.02,0,0,0,451.7,3457.82,811.2,73.65,0,1099.65,121.83,135.19,225.05,172.58,99.95,93.92,929.2,158.36,314.98,324.24,481.57,178.3,117.52,325.38,209.96,217.82,90.98,0,213.59,546.72,85.46,635.08,590.12
05.01.2007,0,94.32,0,70.38,171.44,30.03,69.1,307.5,0,47.2,1872,89.92,0,23.6,647.09,33.6,267.62,0,52.83,111.92,0,35.06,186.15,126.47,0,301.9,204.2,524.45,13.44,0,76.95,1425.05,41.15,171.94,5.58,0,217.5,122.91,122.95,16.81,127.31,0,41.08,521.9,258.66,807.42,431.45,0,0,0,160,0,0,0,385.65,0,1508.85,174.21,0,58.15,37.52,203.01,173.21,51.3,223.97,10.41,283,39.93,0,386.21,298.7,54.17,65.34,352.8,23.25,446.75,1100,155.17,856.72,0,54.05,217.07,37.49,106.11,27.13,4268.75,532.2,603.76,0,212.95,87.3,0,139.4,871.7,38.47,32.09,54.43,412.51,396.7,199.14,150.8,102.31,22.63,719.85,0,1047.01,0,356.25,1294.8,187.42,559.67,52.37,436.25,297.65,370.81,160,0,103.45,138.45,84.31,86.3,0,54.15,703.83,61.25,1109.13,43.78,191.29,0,154.56,298.3,2112.48,136.92,0,1971.35,111.32,220.58,48.35,182.27,21.4,44.35,1455.65,75.83,72.92,560.38,721.19,151.34,855.45,53.6,50.58,338,228.96,410.8,252.94,77.54,0,1164.1,176.1,0,0,0,445.78,3476.19,810.4,74.88,0,1119.05,119.08,136.67,237.93,179.63,102.99,94.57,934.95,152.25,318.15,320.04,489.86,182.02,117.38,323.63,207.01,223.8,90.85,0,211.38,554.83,80.22,644.08,609.92
12.01.2007,0,91.77,0,70.78,173.66,31.72,67.9,306,0,46.2,1818.6,87.24,0,22.53,641.3,33.8,268.67,0,53.17,109.67,0,33.93,178.31,124.55,0,295.45,206.55,524.95,13.73,0,86.15,1381.01,41.55,169.23,5.58,0,218.64,126.11,122.6,19.46,124.63,0,41.13,521.6,248.72,795.22,436,0,0,0,160,0,0,0,408.4,0,1506.55,167.12,0,57.9,39.4,196.44,188.98,51.65,225.03,10.03,272.05,40.6,0,380.89,318.35,51.4,72.32,355.25,23.1,433.3,1110,154.58,872.31,0,55.88,215.49,46.4,108.21,27.69,4217.84,535.45,600.82,0,210.73,90.65,0,134.45,895.8,40.68,31.96,55.69,412.07,416.05,198.29,151.65,103.2,23.17,724.18,0,1057.09,0,373.55,1243.85,186.69,573.85,54.95,437.93,304.25,357.93,134.75,0,102.81,141.85,89.57,84.95,0,57.1,692.5,63.99,1115.21,44.68,193.66,0,149.65,298.1,2108.79,139.89,0,2020.1,108.62,221.4,48.11,185.74,21.24,42.85,1471.5,73.83,72.73,558.33,714.65,151.19,814.05,56.05,51.27,320.76,224.79,461.49,254.53,79.84,0,1238.08,183.93,0,0,0,464.13,3421.13,809.45,71.37,0,1073.25,117.12,137.32,242.6,180.36,105.57,99.96,922.35,155.98,331.9,335.24,488.33,194.46,115.62,315.74,213.17,230.91,95.43,0,212.32,542.23,83.03,669.75,639.35
19.01.2007,0,87.5,0,70.57,181.22,31.94,66.35,330.92,0,43.58,1758.1,88.37,0,22.25,623.06,32.85,275.46,0,52.84,111.32,0,35.53,207.35,124.05,0,291,203.5,514.95,13.77,0,97.8,1370.86,46.3,171.35,5.58,0,223.87,128.46,118.45,19.85,118.4,0,39.58,519.85,252.3,864.48,477,0,0,0,160,0,0,0,412.05,0,1514.4,170.61,0,60.3,40.31,211.17,190.99,54.35,247.33,10.07,262.45,41.25,0,400.24,318.5,50.62,76.38,366.15,21.95,446.7,1101,150.41,898.61,0,55.92,222.07,45.7,104.49,31.52,4199.71,532.5,593.09,0,207.93,96.9,0,139.35,921.95,42.53,32.92,56.82,411.76,424.8,202.37,164.25,103.71,23.55,719.73,0,1100.82,0,368.45,1214.35,182.47,599.94,54.67,434.45,321.1,374.45,146.3,0,102.27,160,88.37,82.08,0,56.4,676.62,61.25,1096.08,46.72,193.55,0,156.57,313.23,2156.72,147.47,0,2087.65,116.58,223.14,47.09,185.38,21.74,43.1,1478.6,78.33,72.95,590.22,701.86,154.4,801.35,57.05,56.42,322.19,227.07,444.15,251.89,76.51,0,1116.91,182.9,0,0,0,464.3,3464.54,811.5,79.93,0,1135.15,112.79,136.92,247.45,182.18,111.53,107.05,912.3,163.09,342.52,332.13,522.65,197.08,115.14,320.03,215.16,224.07,95.2,0,213.68,537.1,85.22,691.38,626.89
26.01.2007,0,82.49,0,69.69,170.38,31.99,63.95,367.88,0,44.96,1781.9,86.96,0,22.16,619.65,32.4,280.79,0,58.42,103.82,0,34.51,201.81,134.63,0,288.15,194.2,505.65,13.69,0,102.85,1394.8,46.15,185.52,5.58,0,227.75,126.23,112.15,19.33,117.51,0,37.28,554.15,241.12,783.98,483.15,0,0,0,160.15,0,0,0,408.1,0,1660.9,165.42,0,60.95,40.51,212.64,206.45,53.1,300.51,9.87,246.05,40.61,0,415.25,290.9,49.44,72.32,351.95,22.52,455.25,1132,164.15,897.31,0,59.05,214.78,48.17,106.34,30.75,4120.91,528.4,600.77,0,231.65,113.05,0,138,897,52.83,34.35,56.13,457.05,443.9,201.33,159.98,101.03,23.88,721.9,0,1034.75,0,342.95,1227.8,172.2,595,55.59,466.63,314.4,371.15,150.1,0,104.36,155.05,86.88,97.41,0,63.15,688.25,59.7,1110.62,47.76,195,0,154.04,315.5,2114.76,132.91,0,1984.8,124.62,227.95,49.45,188.22,21.81,41.66,1390.2,83,72.06,574.67,688.59,150.84,897.25,53.3,51.03,344.89,250.89,437.99,247.95,75.06,0,1118.6,181.55,0,0,0,460.1,3564.78,751.8,80,0,1014.95,117.3,141.23,249.13,172.36,118.24,100.8,936.85,163.25,356.63,337.3,536.89,191.19,109.09,333.91,208.56,229.21,94.53,0,212.48,547.35,83.33,691.15,626.7
02.02.2007,0,82.59,0,70.32,170.1,30.92,67.5,352.98,0,44.34,1785.85,84.14,0,23.98,651.48,32.1,275.15,0,59.28,105.07,0,33.55,207.08,129.11,0,302.4,194.15,533.65,13.55,0,100.85,1368.1,44.2,182.76,5.58,0,236.6,127.09,111.25,20.13,118.29,0,37.5,558.7,243.87,751.66,505.25,0,0,0,161.25,0,0,0,413.65,0,1804.35,175.71,0,60.65,45.66,253.25,203.98,50.7,295.15,10.36,238.45,39.9,0,433.05,295.35,47.99,76.52,357.95,22.25,490.8,1175,167,915.54,0,58.65,216.53,47.63,107.36,28.32,4085.29,527.35,603.12,0,230.07,113.4,0,137.55,866.85,48.89,33.31,55.2,407.23,461.85,212.08,165.85,103.48,24.23,749.9,0,1033.31,0,341.25,1273.55,169.57,584.92,55.68,458.35,303.05,360.8,148.2,0,106.84,151.4,82.22,93.07,0,60.2,673.78,58.98,1136.24,50.43,196.48,0,167.91,306.48,2097.07,141.43,0,1972.25,134.27,229.72,49.52,192.87,21.73,41.72,1408.9,86.67,72,590.42,688.78,152.08,936.65,53.95,50.08,343.78,250.21,448.46,249.2,68.56,0,1054.31,176.23,0,0,0,454.56,3544.34,745.65,78.75,0,1091.25,122.92,141.03,247.45,174.36,122.01,117.55,944.6,161.52,385.3,344.15,559.64,188.98,111.43,348.73,202.83,226.39,96.67,0,221.22,552.51,85.97,687.53,628.03
09.02.2007,0,85.91,0,66.5,174.33,30.07,67,354.45,0,40.86,1800.2,84.14,0,22.57,700.43,30.3,280.15,0,58.3,99.33,0,33.36,220.2,125.55,0,294.25,187.35,555.35,13.75,0,97.75,1327.26,41.7,175.54,5.58,0,229.64,128.04,110.65,19.17,117.29,0,37.9,546.05,249.01,754.11,490.05,0,0,0,160,0,0,0,416.1,0,1771.8,186.3,0,62.15,45.08,254.15,239.11,48.75,284.17,10.31,232.45,38.16,0,444.09,259.75,48.55,72.53,343.4,22.05,476.2,1214,157.57,890.84,0,57.92,212.9,47.21,102.99,27.36,3993.44,518.75,664.37,0,230.65,113.55,0,138,870,49.14,33.46,54.46,399,446.55,239.21,162.35,101.09,23.8,768.09,0,1027.5,0,352.75,1365.35,167.07,563.43,55.16,532.23,289.85,420.21,138.75,0,118.19,151.65,78.88,91.53,0,56.35,663.23,60.18,1113.91,50.41,203.08,0,169.43,301.58,2120.39,137.47,0,1947.3,142.81,237.45,47.83,194.39,21.32,41.35,1405.4,83.5,74.93,594.88,698.25,145.51,882.8,56.3,51.9,341.24,250.59,434.73,251.84,65.57,0,1035.02,172.1,0,0,0,457.46,3618.95,731.65,79.17,0,1061.75,120.91,143.7,231.9,173.44,126.29,114.66,941.7,162.88,376,344.15,571.58,199.23,113.19,363.35,196.67,220.98,95.81,0,222.76,575.85,85.61,695.9,621.7
16.02.2007,0,84.62,0,65.61,161.57,28.87,63.75,340.88,0,39.63,1727.85,84,0,22.19,685.35,29,260.89,0,60.38,102.13,0,33.06,228.14,122.18,0,302.6,178.25,535.8,14.08,0,95.5,1318.18,40.5,166,5.58,0,225.51,128.13,109.3,18.33,118.23,0,36.45,532.8,206.15,736.63,430.95,0,0,0,160,0,0,0,396.35,0,1957.35,177.76,0,58.6,44.89,239.02,232.77,49,283.67,10.69,218.6,37.48,0,436.24,258,45.74,72.83,348.65,21.6,462.75,1286,134.72,872.16,0,58.93,206.78,50.49,104.93,25.83,3840.96,498.75,656.69,0,238.1,119.4,0,139.4,848.8,49.68,31.78,54.22,390.46,450.85,266.23,164.4,93.48,23,783.83,0,1008.39,0,338.1,1319.05,159.96,563.97,57.53,561.88,282.55,412.44,132.15,0,107.02,152.25,75.8,95.09,0,58.8,640.47,58.68,1097.9,48.96,201.67,85,172.03,307.2,1973.83,131.28,0,1966.65,127.25,254.22,45.38,193.63,20.98,40.5,1351.95,81.33,70.03,599.25,689.74,151.44,836.95,52.35,52.33,348.31,237.69,422.58,254.83,66.81,0,993.45,167.75,0,0,0,444.44,3545.13,730.85,79,0,964.35,117.13,140.59,220.55,166.68,122.36,109.51,914.05,170.93,399.98,364.56,564.07,196.04,106.82,339.17,199.1,226.54,95.88,0,206.65,579.47,84.64,710.38,632.52
23.02.2007,0,80.21,0,63.29,149.93,29.59,61,325.05,0,35.72,1697.75,79.45,0,21.32,647.23,26.95,242.76,0,57.44,94.24,0,31.23,228.02,112.24,0,275.4,157.45,504.2,13.51,0,86.6,1238.6,37.45,152.36,5.58,0,216.45,125.98,99.15,17.22,111.94,0,32.6,533.85,209.63,712.52,393.8,0,0,0,160,0,0,0,383.85,0,1737.75,167.67,0,55.2,43.93,217.46,211.35,46.75,275.78,10.49,209.55,36.96,0,392.5,259.5,44.62,68.93,331.8,20.55,433.55,1324,130.55,862.1,0,55.46,199.24,47.2,103.55,24.56,3723.71,490.7,616.99,0,245.55,111.7,0,126.8,848.05,44.93,29.56,55.31,405.12,462,257.92,158.25,86.95,20.67,741.67,0,907.78,0,326.05,1274.6,147.38,552.8,55.96,519.72,274.8,408.41,125.2,0,102.96,150.3,70.43,94.07,0,55,627.08,58.21,1101.49,44.4,181.66,111.65,161.25,281.73,1693.63,121.97,0,1947.8,121.51,240.59,42.58,183.89,21.58,40.65,1246.15,81.67,68.22,561.72,679.21,153.17,792.8,48.45,49.22,325.43,227.66,396.74,241.27,61.06,0,956.81,158.65,0,0,0,425.54,3487.74,681.55,73.25,0,896.4,123.65,140.78,215.93,156.56,109.66,98.19,863.5,163.14,377.98,333.55,536.61,181.4,99.84,320.78,182.55,207.5,90.22,0,191.64,545.72,81.07,706.63,616.85
