Date,POLY,YNDX,ALRS,AKRN,AFLT,BSPB,BANE,BANEP,VTBR,VSMO,GAZP,GMKN,DIXY,IRAO,KMAZ,LSRG,LKOH,MVID,MAGN,MTSS,MGNT,MFON,MOEX,MSTT,NLMK,NMTP,NVTK,PIKK,ROSN,RTKM,RTKMP,HYDR,RUAL,SVAV,SBER,SBERP,CHMF,AFKS,SNGS,SNGSP,TRMK,TATN,TATNP,TRNFP,URKA,FEES,PHOR,GCHE,EONR
28.02.05,0,0,0,0,41.6,0,0,0,0,3050,0,1777,0,0,16.5,0,954.7,0,0,211.9,0,0,0,0,0,0,0,0,0,61.22,46.08,0,0,0,16560,169.77,0,0,22.96,18.411,0,50.69,26.3,25200,0,0,0,0,0
07.03.05,0,0,0,0,40,0,0,0,0,3275,0,1740,0,0,16.25,0,949,0,0,214,0,0,0,0,0,0,0,0,0,59.91,45.66,0,0,0,15900,165.24,0,0,22.07,18.1,0,48.41,25.79,25188,0,0,0,0,0
14.03.05,0,0,0,0,41.2,0,0,0,0,3300,0,1630,0,0,16,0,920.05,0,0,197.2,0,0,0,0,0,0,0,0,0,58.65,44.2,0,0,0,15872.14,164.99,0,0,20.479,17.018,0,45.41,27.088,23550,0,0,0,0,0
21.03.05,0,0,0,0,45.5,0,0,0,0,3249.99,0,1667,0,0,15.8,0,938.42,0,0,199.49,0,0,0,0,0,0,0,0,0,58.8,44.43,0,0,0,16410,166.18,0,0,20.942,17.382,0,46.45,26.5,24300,0,0,0,0,0
28.03.05,0,0,0,0,43.4,0,0,0,0,3110,0,1666,0,0,16,0,971,0,0,201,0,0,0,0,0,0,0,0,0,59.35,44.2,0,0,0,17048.98,172.5,0,0,20.805,17.08,0,46.501,26.099,23950,0,0,0,0,0
04.04.05,0,0,0,0,43.5,0,0,0,0,3250,0,1753,0,0,15.97,0,1021.9,0,0,208,0,0,0,0,0,0,0,0,0,64.69,47.68,0,0,0,17630,176,0,0,21.75,17.237,0,49.3,27.9,24400,0,0,0,0,0
11.04.05,0,0,0,0,42.8,0,0,0,0,3345,0,1605.5,0,0,15.8,0,964.51,0,0,196.6,0,0,0,0,0,0,0,0,0,61.14,44.96,0,0,0,18170,178.1,0,0,20.3,15.8,0,46.7,26.731,23300,0,0,0,0,0
18.04.05,0,0,0,0,42.59,0,0,0,0,3345,0,1611,0,0,15.22,0,972,0,0,196.5,0,0,0,0,0,0,0,0,0,61.47,47.05,0,0,0,18205.99,177.95,0,0,20.35,15.262,0,48.55,27.1,23699.99,0,0,0,0,0
25.04.05,0,0,0,0,41.35,0,0,0,0,2811,0,1558.87,0,0,15,0,941.5,0,0,183,0,0,0,0,0,0,0,0,0,58.3,46.4,0,0,0,17961,178,0,0,19.49,15.789,0,46.55,25.501,22200,0,0,0,0,0
02.05.05,0,0,0,0,41.64,0,0,0,0,2970,0,1587.6,0,0,15.6,0,949,0,0,191.1,0,0,0,0,0,0,0,0,0,58.63,45.9,0,0,0,18065,182.01,0,0,19.43,15.341,0,46.64,25.246,22275,0,0,0,0,0
09.05.05,0,0,0,0,42.29,0,0,0,0,3100,0,1544.02,0,0,14.16,0,900.49,0,0,186,0,0,0,0,0,0,0,0,0,56.75,41.9,0,0,420.1,17820,179.4,0,0,19.261,14.412,0,44.7,23.97,21200,0,0,0,0,0
16.05.05,0,0,0,0,41.6,0,0,0,0,3100,0,1550.2,0,0,15.86,0,930.97,0,0,187,0,0,0,0,0,0,0,0,0,56.27,40.59,0,0,415,17860,179.62,0,0,19.1,14.52,0,46.3,24.199,21150,0,0,0,0,0
23.05.05,0,0,0,0,42.7,0,0,0,0,3100,0,1629,0,0,14.51,0,977.47,0,0,191.2,0,0,0,0,0,0,0,0,0,57.3,41.24,0,0,415,17845,180.36,0,0,19.438,14.708,0,47,25.15,24000,0,0,0,0,0
30.05.05,0,0,0,0,41.95,0,0,0,0,3000,0,1662.02,0,0,15.85,0,994,0,0,184.99,0,0,0,0,0,0,0,0,0,56.87,41.32,0,0,424.5,18564,182,0,0,19.977,14.98,0,49.798,25.251,25270,0,0,0,0,0
06.06.05,0,0,0,0,41.85,0,0,0,0,3000,0,1633,0,0,15.49,0,997.69,0,0,181.11,0,0,0,0,0,0,0,0,0,56.83,40.94,0,0,416,18425,191.5,0,0,20.193,15.427,0,51.4,26.45,25000,0,0,0,0,0
13.06.05,0,0,0,0,42.5,0,0,0,0,3000,0,1732.05,0,0,15.11,0,1005.5,0,0,182.2,0,0,0,0,0,0,0,0,0,57.58,42.43,0,0,416,18576,197.39,0,0,21.05,16.048,0,52.1,27.01,25250,0,0,0,0,0
20.06.05,0,0,0,0,42.33,0,0,0,0,3200,0,1734,0,0,15.39,0,1033.75,0,0,186.5,0,0,0,0,0,0,0,0,0,58.7,44.8,0,0,405,19000,226.15,216,0,21.663,16.58,0,51.44,27,25200,0,0,0,0,0
27.06.05,0,0,0,0,42.51,0,0,0,0,3300,0,1758,0,0,15.03,0,1074,0,0,195.4,0,0,0,0,0,0,0,0,0,58.97,44.13,0,0,410,19230,239.8,210,0,21.712,16.975,0,53.99,29.47,27900,0,0,0,0,0
04.07.05,0,0,0,0,43.1,0,0,0,0,3560,0,1844.88,0,0,15.66,0,1133.51,0,0,205,0,0,0,0,0,0,0,0,0,59.87,44.4,0,0,419,20885,249.1,229.99,0,22.7,17.3,0,57.512,34,29280,0,0,0,0,0
11.07.05,0,0,0,0,44,0,0,0,0,3570,0,1836,0,0,15.75,0,1118.41,0,0,200.4,0,0,0,0,0,0,0,0,0,59.2,43.35,0,0,431.5,20920,253.55,227.81,0,22.111,17.1,0,56,31.39,28400,0,0,0,0,0
18.07.05,0,0,0,0,43.2,0,0,0,0,3996,0,1925,0,0,17.5,0,1140.99,0,0,210,0,0,0,0,0,0,0,0,0,59.79,43.44,0,0,473,22090.02,320,236,0,22.503,18.035,0,57.301,33.2,29350,0,0,0,0,0
25.07.05,0,0,0,0,42.29,0,0,0,0,3790,0,1968.5,0,0,17.2,0,1184.9,0,0,205,0,0,0,0,0,0,0,0,0,59.67,43.89,0,0,460.03,21861,288.87,240.9,0,23.299,18.626,0,59.09,37.497,29600,0,0,0,0,0
01.08.05,0,0,0,0,42.38,0,0,0,0,4290,0,2006,0,0,17,0,1221.1,0,0,206.7,0,0,0,0,0,0,0,0,0,63.25,47,0,0,499,22640,309,243,0,23.27,19.499,0,59.165,37.799,30600,0,0,0,0,0
08.08.05,0,0,0,0,41.77,0,0,0,0,4100,0,1979,0,0,16.7,0,1217.7,0,0,205.01,0,0,0,0,0,0,0,0,0,62.07,44.96,0,0,460,21937,305.21,243,0,23.516,18.95,0,59.8,39.701,33890,0,0,0,0,0
15.08.05,0,0,0,0,42.09,0,0,0,0,4195,0,2032.01,0,0,17,0,1313,0,0,211.51,0,0,0,0,0,0,0,0,0,65,47.19,0,0,473,24219.54,367.01,246,0,24.4,20.213,0,65.8,42.9,38830,0,0,0,0,0
22.08.05,0,0,0,0,41.75,0,0,0,0,4400,0,2021,0,0,16.95,0,1356.5,0,0,215.22,0,0,0,0,0,0,0,0,0,64.5,48.2,0,0,469,25101,378.51,241.01,0,26.029,20.8,0,67.2,43.35,39400,0,0,0,0,0
29.08.05,0,0,0,0,41.49,0,0,0,0,4341,0,2143,0,0,16.75,0,1394.01,0,0,213.5,0,0,0,0,0,0,0,0,0,66.5,50.73,0,0,465.22,25625,388.33,234,0,27.84,21.35,0,72.7,47.1,41650,0,0,0,0,0
05.09.05,0,0,0,0,39.7,0,0,0,0,4400,0,2131.89,0,0,17,0,1363.98,0,0,217,0,0,0,0,0,0,0,0,0,68.75,52,0,0,476.49,25649.98,382.5,237.9,0,26.89,21.023,0,73.938,46.7,41500,0,0,0,0,0
12.09.05,0,0,0,0,38.75,0,0,0,0,4400,0,2090,0,0,16.99,0,1478,0,0,219,0,0,0,0,0,0,0,0,0,73.5,52.04,0,0,481,25777,379.88,247,0,27.955,22,0,74.67,46.33,41150,0,0,0,0,0
19.09.05,0,0,0,0,40.15,0,0,0,0,4330,0,2166.02,0,0,18.6,0,1610.88,0,0,218,0,0,0,0,0,0,0,0,0,72.05,52.06,0,0,530,26927,390.4,261,0,29.95,23.437,0,82.651,51,42200,0,0,0,0,0
26.09.05,0,0,0,0,40.8,0,0,0,0,4899,0,2260.01,0,0,20.66,0,1644,0,0,226.49,0,0,0,0,0,0,0,0,0,72.23,52.02,0,0,543,27390,391.5,279,0,30.606,24.7,0,91.008,55.3,49000,0,0,0,0,0
03.10.05,0,0,0,0,39.8,0,0,0,0,4600,0,2107,0,0,19.4,0,1532,0,0,209.9,0,0,0,0,0,0,0,0,0,67.7,46.55,0,0,600,25551.01,347.89,265,0,28.1,23,0,84.956,57.098,46000,0,0,0,0,0
10.10.05,0,0,0,0,38.2,0,0,0,0,4460,0,2024,0,0,18.5,0,1493,0,0,198.86,0,0,0,0,0,0,0,0,0,62.59,45.45,0,0,532,24432,342.5,259,0,26.25,21.34,0,76.8,49.499,44409.99,0,0,0,0,0
17.10.05,0,0,0,0,37.04,0,0,0,0,4460,0,1968,0,0,18.5,0,1476,0,0,197.68,0,0,0,0,0,0,0,0,0,62.9,45.51,0,0,520,23865,335.8,246.5,0,25.037,20.6,0,82.5,51.2,43400,0,0,0,0,0
24.10.05,0,0,0,0,36.05,0,0,0,0,4460,0,2016,0,0,18.9,0,1506,0,0,202.54,0,0,0,0,0,0,0,0,0,58.89,43.7,0,0,510,24525,355.5,251.99,0,25.885,20.851,0,87.389,51.8,44900,0,0,0,0,0
31.10.05,0,0,0,0,38.83,0,0,0,0,4460,0,2149,0,0,20.2,0,1630,0,0,214.5,0,0,0,0,0,0,0,0,0,62.2,46.29,0,0,559.95,26770,390,263,0,28.49,22.05,0,97.162,59.15,47000,0,0,0,0,0
07.11.05,0,0,0,0,38.39,0,0,0,0,4460,0,2191,0,0,20.75,0,1591,0,0,211.74,0,0,0,0,0,0,0,0,0,62.3,46.92,0,0,505.04,28349,399.49,259.5,0,28.04,22.701,0,91.5,57.55,48000,0,0,0,0,0
14.11.05,0,0,0,0,37.98,0,0,0,0,4460,0,2375.05,0,0,20.82,0,1615,0,0,216,0,0,0,0,0,0,0,0,0,67.69,49.99,0,0,538.99,31101,439.67,270,0,29.07,23.501,0,96.681,61.2,47781,0,0,0,0,0
21.11.05,0,0,0,0,37.15,0,0,0,0,4460,0,2483,0,0,21.7,0,1662,0,0,205,0,0,0,0,0,0,0,0,0,67.3,50.3,0,0,500,31493.98,458.51,273.7,0,30.5,24.525,0,97.6,61.4,49580,0,0,0,0,0
28.11.05,0,0,0,0,37.9,0,0,0,0,4460,0,2551,0,0,25,0,1703.9,0,0,206.6,0,0,0,0,0,0,0,0,0,68.7,50.95,0,0,495,34099,503.01,280,0,31.13,25.135,0,99.3,62.05,54200,0,0,0,0,0
05.12.05,0,0,0,0,42.05,0,0,0,0,4460,0,2480,0,0,25,0,1735.98,0,0,201.49,0,0,0,0,0,0,0,0,0,66.6,49.35,0,0,507,34685,502.11,292.25,0,31.295,25.7,0,100.65,62,55800,0,0,0,0,0
12.12.05,0,0,0,0,41.19,0,0,0,0,4460,0,2459,0,0,25,0,1752.6,0,0,194.56,0,0,0,0,0,0,0,0,0,64.75,48.85,0,0,490,34690,553.51,285,0,30.88,26.032,0,100,61.89,60875,0,0,0,0,0
19.12.05,0,0,0,0,39.7,0,0,0,0,4460,0,2579,0,0,25.6,0,1734,0,0,195.94,0,0,0,0,0,0,0,0,0,64.65,48.95,0,0,502.89,37399.99,618.15,286.9,0,31.099,25.9,0,96.157,61.44,67600,0,0,0,0,0
26.12.05,0,0,0,0,40,0,0,0,0,4460,0,2557.53,0,0,27.36,0,1704.52,0,0,193.5,0,0,0,0,0,0,0,0,0,64.57,50.6,0,0,523.89,37662.72,639.22,289,0,31.04,25.84,0,95.3,61.194,68950,0,0,0,0,0
09.01.06,0,0,0,0,46.1,0,0,0,0,4460,0,2150,0,0,27,0,1919.82,0,0,197.99,0,0,0,0,0,0,0,0,0,67.25,52.35,0,0,542.01,45510,829.95,304.5,0,35.1,28.45,0,104.61,72.15,76500,0,0,0,0,0
16.01.06,0,0,0,0,45.45,0,0,0,0,4460,0,2343,0,0,37,0,2188.05,0,15.5,198.42,0,0,0,0,0,0,0,0,0,65.05,52.03,0,0,617.9,44099.99,788.02,319.46,0,37.53,30.077,0,112.994,78.8,76401,0,0,0,0,0
23.01.06,0,0,0,0,44.41,0,0,0,0,5525,228.75,2534.89,0,0,39.48,0,2241,0,15.5,192.87,0,0,0,0,0,0,0,0,0,65.55,52.3,0,0,610,43500.1,792,336,0,40.69,31.4,0,123.999,78.62,75600,0,0,0,0,0
30.01.06,0,0,0,0,44.75,0,0,0,0,5341.01,221.01,2404.78,0,0,40.32,0,2112,0,16.49,188.88,0,0,0,0,0,0,0,0,0,64.8,49.35,0,0,596,40501.01,747,343.5,0,37.9,29.55,0,125.25,82.32,67700,0,0,0,0,0
06.02.06,0,0,0,0,52.52,0,0,0,0,5400,222,2455.55,0,0,56,0,2175.03,0,20,189.9,0,0,0,0,0,0,0,0,0,66.2,50,0,0,668,44101.02,780,354,0,38.6,30.31,0,132.8,85,68310,0,0,0,0,0
13.02.06,0,0,0,0,52.5,0,0,0,0,6600,226.5,2637,0,0,56.5,0,2230.02,0,19,203,0,0,0,0,0,0,0,0,0,76.4,56.6,0,0,693,45300,792,350.11,0,40.2,31.96,0,135.8,85.5,73294,0,0,0,0,0
20.02.06,0,0,0,0,55.5,0,0,0,0,6285,227.38,2671,0,0,57.3,0,2434,0,20.96,206.9,0,0,0,0,0,0,0,0,0,93.36,64.5,0,0,680,45850,787,362.45,0,45.065,34.93,0,156.6,98,73200.09,0,0,0,0,0
27.02.06,0,0,0,0,54.59,0,0,0,0,5899,228.9,2525,0,0,52.56,0,2320,0,20.12,209.53,0,0,0,0,0,0,0,0,0,92.3,64.3,0,0,680.5,42750,768.2,382,0,44.689,34.603,0,168.201,106.999,68650,0,0,0,0,0
06.03.06,0,0,0,0,66.99,0,0,0,0,5555,217.11,2330,0,0,49.6,0,2081.98,0,19.18,191.75,0,0,0,0,0,0,0,0,0,90.51,60.14,0,0,655,39500,694,370.02,0,39.887,31.94,0,147.56,89.9,60229.99,0,0,0,0,0
13.03.06,0,0,0,0,59.18,0,0,0,0,5930,229.3,2515,0,0,47.27,0,2215,0,18.93,198,0,0,0,0,0,0,0,0,0,91.72,63.43,0,0,668,39800,718.5,374,0,41.8,33.75,0,154.333,93,62450,0,0,0,0,0
20.03.06,0,0,0,0,63.1,0,0,0,0,5900,229.9,2528,0,0,42.5,0,2288,0,20.25,202.97,0,0,0,0,0,0,0,0,0,90.3,62.2,0,0,669,41039.1,712.83,383,0,41.49,32.05,0,148.01,92.98,61500,0,0,0,0,0
27.03.06,0,0,0,0,59.67,0,0,0,0,6375,230.15,2608.49,0,0,41.72,0,2306,0,21.3,188,0,0,0,0,0,0,0,0,0,89.89,61,0,0,662,41169,724.99,383.1,0,42.172,32.32,0,147.99,87.631,63500,0,0,0,0,0
03.04.06,0,0,0,0,59.4,0,0,0,0,6415,250.29,2850,0,0,44,0,2372.5,0,21,189.77,0,0,0,0,0,0,0,0,0,95.99,65.55,0,0,672,41900,732.54,392,0,46.35,34.941,0,152.205,91.199,64100,0,0,0,0,0
10.04.06,0,0,0,0,59.98,0,0,0,0,6875,267.9,3069,0,0,46.1,0,2446,0,20,187.27,0,0,0,0,0,0,0,0,0,96.51,64.8,0,0,669,43367.34,776.94,366.5,0,46.488,35.907,0,153.62,92.5,63250,0,0,0,0,0
17.04.06,0,0,0,0,63.5,0,0,0,0,6989,280.19,3261,0,0,44.5,0,2567.71,0,20.26,185,0,0,0,0,65.5,0,0,0,0,97.14,66,0,0,677,42789.99,770,369.5,0,49.199,37.251,0,164.8,94.3,61520,0,0,0,0,0
24.04.06,0,0,0,0,59.22,0,0,0,0,6550,310.25,3444,0,0,41.101,0,2481,0,20.4,178.97,0,0,0,0,63.7,0,0,0,0,96.67,67.15,0,0,679.9,48945,809.26,376.76,0,47.368,36.4,0,158.7,92.6,59689.99,0,0,0,0,0
01.05.06,0,0,0,0,59.2,0,0,0,0,6500,350.25,4005,0,0,40.6,0,2578,0,20.695,187.9,0,0,0,0,63.2,0,0,0,0,99.24,67.19,0,0,670,50499.99,842.99,365,0,50.099,37.999,0,162.8,95.7,55800,0,0,0,0,0
08.05.06,0,0,0,0,57.45,0,0,0,0,6770,320.2,3860,0,0,39.44,0,2410,0,20.9,185.5,0,0,0,0,66.5,0,0,0,0,90.7,59,0,0,645.15,46315.01,770.4,348,0,44.98,35.1,0,156.2,92.9,55800,0,0,0,0,0
15.05.06,0,0,0,0,54,0,0,0,0,6493.97,273.5,3280,0,0,35.8,0,2055,0,20.22,165.5,730,0,0,0,62,0,0,0,0,85.64,53.7,0,0,600,41510,687,341,0,36.379,27.885,0,122.5,76,55800,0,0,0,0,0
22.05.06,0,0,0,0,48.5,0,0,0,0,5850,291.3,3538,0,0,35,0,2260.1,0,20.64,165.5,730,0,0,0,55.9,0,0,0,0,96.92,58.16,0,0,524,44550,713,379.5,0,38.998,30.3,0,123.92,85,55800,0,0,0,0,0
29.05.06,0,0,0,0,48.21,0,0,0,0,5800,298.9,3376,0,0,35.01,0,2220,0,20.05,165.5,730,0,0,0,64.4,0,0,0,0,119,67.39,0,0,544,47650,770.96,364.8,0,39.103,30.3,0,130.2,85.01,55800,0,0,0,0,0
05.06.06,0,0,0,0,44.9,0,0,0,0,5337,255.67,2858,0,0,35,0,1879.88,0,20.05,150.7,644,0,0,0,53,0,0,0,0,119.32,61.2,0,0,533.35,42980,654.01,305,0,32.205,25.11,0,111.5,72.01,55800,0,0,0,0,0
12.06.06,0,0,0,0,44.99,0,0,0,0,5400,258.17,2806,0,0,33.899,0,1850,0,19.79,143.6,545,0,0,0,54,0,0,0,0,107,55,0,0,528,41002,631.95,285.48,0,33.125,24.75,0,102.65,70.4,55800,0,0,0,0,0
19.06.06,0,0,0,0,45.94,0,0,0,0,5297,260,2785,0,0,33.55,0,1893,0,19.8,139.2,555,0,0,0,51.5,0,0,0,0,116.5,55.29,0,0,549,43680,734.87,280.99,0,33.2,24.83,0,100.5,66,55800,0,0,0,0,0
26.06.06,0,0,0,0,47.85,0,0,0,0,5170.02,281.83,3495,0,0,37.8,0,2249,0,19.933,147,608,0,0,0,59.8,0,0,0,0,128.89,59.7,0,0,520.01,45950,737,296,0,39.9,28.45,0,105.3,70.16,55800,0,0,0,0,0
03.07.06,0,0,0,0,49.6,0,0,0,0,5078.98,277.85,3532,0,0,34,0,2267.02,0,19.5,165.5,642,0,0,0,59.1,0,0,0,0,130.7,60,0,0,520,50849,789.5,321,0,40.106,28,0,117,69.4,55800,0,0,0,0,0
10.07.06,0,0,0,0,46.3,0,0,0,0,5100,265,3444,0,0,31.6,0,2268,0,19.221,156,700,0,0,0,58.4,0,0,0,0,125.41,57,0,0,524.9,46800,739.7,318.5,0,38.848,27.45,0,117,70.17,55800,0,0,0,0,0
17.07.06,0,0,0,0,48.64,0,0,0,0,5750,266.88,3288,0,0,32.554,0,2231.2,0,19,153.25,720,0,0,0,58.7,0,0,0,202,132.79,58.41,0,0,480,46400,707.08,318.9,0,39.148,27.412,0,124.51,71.24,55800,0,0,0,0,0
31.07.06,0,0,0,0,50.13,0,0,0,0,6065.11,290.99,3739,0,0,35.945,0,2450.01,0,19.05,180.2,739,0,0,0,59.1,0,0,0,200.99,126.2,58.19,0,0,501,51450,779,352.5,0,42.11,29.44,0,146.92,78,55800,0,0,0,0,0
07.08.06,0,0,0,0,51.49,0,0,0,0,5930,313.45,3760,0,0,35.85,0,2430,0,19,186.5,742,0,0,0,58.2,0,0,0,201.22,127.5,57.65,0,0,499,52950,819.89,355.8,0,42.765,29.449,0,149.9,78,55800,0,0,0,0,0
14.08.06,0,0,0,0,54.6,0,0,0,0,5990,292.4,3584,0,0,35.7,0,2214,0,18.83,177.55,737,0,0,0,55.7,0,127.11,0,199.4,127.6,55.51,0,0,500.01,52701,811,344,0,38.72,27,0,144.48,85,55800,0,0,0,0,0
21.08.06,0,0,0,0,57.9,0,0,0,0,6010,313.29,3609.93,0,0,35.8,0,2320,0,18.85,186,765,0,0,0,56.8,0,137,0,202.29,131.09,56.49,0,0,505,55330.9,821.36,350.49,0,40.8,27.726,0,148.7,87.01,55800,0,0,0,0,0
28.08.06,0,0,0,0,60.29,0,0,0,0,6019,309.19,3550.5,0,0,34,0,2241,0,18.7,189.5,850,0,0,0,53.9,0,128,0,200.3,128.89,55.66,0,0,512,56300,824.48,330.01,0,38.965,26.211,0,137,82.7,55800,0,0,0,0,0
04.09.06,0,0,0,0,60.01,0,0,0,0,6359.99,298.01,3366,0,0,33.5,0,2207,0,18.15,200.75,850,0,0,0,52.5,0,129,0,201.35,129.42,55.74,0,0,511.33,56501,832.2,320.5,0,36.293,24.644,0,127.9,77.49,55800,0,0,0,0,0
11.09.06,0,0,0,0,64.43,0,0,0,0,6575,291.75,3273,0,0,34.79,0,2082.51,0,17.8,194,870,0,0,0,50.2,0,123.5,0,204.2,128.9,55.21,0,0,558.2,54490,834.49,310,0,34.29,23.8,0,123.5,73.7,53550,0,0,0,0,0
18.09.06,0,0,0,0,60.8,0,0,0,0,6850,272,3087,0,0,36.75,0,1995,0,17.11,182.01,874,0,0,0,50.8,0,120.89,0,205.8,129.2,55.01,0,0,516,54400,806.99,315,0,32.995,23.035,0,114.2,69.58,47650,0,0,0,0,0
25.09.06,0,0,0,0,61.61,0,0,0,0,6669.9,288,3408,0,0,35.8,0,2028,0,18.1,188.65,879,0,0,0,51.5,0,133.5,0,211.99,134,55.8,0,0,544.99,58000.02,840,313,0,35.1,23.391,0,113.5,72.25,51900,0,0,0,0,0
02.10.06,0,0,0,0,60.74,0,0,0,0,6449,293.2,3425,0,0,37.2,0,2003,0,18.39,188.87,870,0,0,0,51.23,0,139.99,0,212.99,138.45,56.2,0,0,571,59220,850,326.65,0,34.332,22.511,0,116.78,70.2,58000,0,0,0,0,0
09.10.06,0,0,0,0,64,0,0,0,0,6389.8,298.25,3776,0,0,42.75,0,2093.8,0,21.5,192.95,870,0,0,0,52.9,0,158.86,0,214,136.74,55.77,0,0,615.35,61940.01,943.83,342,0,35.802,23.5,0,127.33,71.75,59649.98,0,0,0,0,0
16.10.06,0,0,0,834.93,62.6,0,0,0,0,6589.91,297.2,3798,0,0,43.2,0,2179,0,20.85,200.61,878.01,0,0,0,56.39,0,148.8,0,224.89,133.29,54.92,0,0,621,61200,957,334.92,0,35.4,24.42,0,124.65,70.53,59100,0,0,0,0,0
23.10.06,0,0,0,750,61.5,0,0,0,0,6310,286.13,3772,0,0,43.75,0,2198,0,20.982,202.59,825.1,0,0,0,57.6,0,148.26,0,234.24,132.9,54.7,0,0,673,60600,996.89,354.4,0,34.331,24.5,0,124.54,71.39,58100,0,0,0,0,0
30.10.06,0,0,0,734.99,60.87,0,0,0,0,5997.97,291,3818.97,0,0,45,0,2191.9,0,20.68,206.69,900,0,0,0,55.2,0,156.8,0,231.38,138.71,55.88,0,0,671,60999.98,1012.24,351.55,0,34.538,24.04,0,123.3,71.2,56800,0,0,0,0,0
06.11.06,0,0,0,720,60.12,0,0,0,0,6725,291.99,3913.87,0,0,46.995,0,2300.14,0,20.888,210.2,910,0,0,0,57.08,0,159.09,0,249.5,144.85,59.34,0,0,679,63849,1095.2,325.54,0,36.269,25.4,0,129.85,75.5,61800,0,0,0,0,0
13.11.06,0,0,0,718.99,60.38,0,0,0,0,6739,288.03,3740,0,0,48.2,0,2255,0,20.599,201.75,915,0,0,0,58.79,0,153.19,0,242.45,154.3,60.4,0,0,680,66000,1178.7,317.8,0,35.3,24.25,0,128,78.63,65947,0,0,0,0,0
20.11.06,0,0,0,711.5,60.45,0,0,0,0,6750,289.99,3840.33,0,0,48.37,0,2268.16,0,20.669,208.75,922,0,0,0,58.47,0,160.9,0,241.7,161.77,65.4,0,0,691.69,65760.23,1153,312.99,0,35.017,24.2,0,129.8,77.4,63340,0,0,0,0,2.018
27.11.06,0,0,0,732,59.37,0,0,0,0,6700,303.49,3980,0,0,49,0,2340,0,20.3,218.5,900,0,0,0,62,0,169.5,0,237.7,166.45,65.5,0,0,702.5,65369,1140.5,318.1,0,35.95,25.1,0,127.5,77.4,63399.98,0,0,0,0,2.05
04.12.06,0,0,0,760,58.1,0,0,0,0,7010,305.7,4026,0,0,50.055,0,2373.91,0,20.389,222.9,881,0,0,0,63.4,0,172,0,248.52,171.3,68.2,0,0,736,73849.99,1184,316,0,39.24,26.84,0,129.49,77.99,63950,0,0,0,0,2.121
11.12.06,0,0,0,764.99,58.35,0,0,0,0,7050,304.7,4108.96,0,0,49.76,0,2345,0,21.38,216.4,904,0,0,0,60.25,0,169.4,0,249.01,184.1,81.7,0,0,736.1,78250,1254,302.8,0,38.567,27.097,0,125.55,77.5,61700,0,0,0,0,2.131
18.12.06,0,0,0,735,57.23,0,0,0,0,7500,303.6,3992,0,0,49.75,0,2258.51,0,22.3,218,990,0,0,0,61.16,0,167.5,0,243.1,185.97,92.4,0,0,766.45,81768.04,1366.89,298.5,0,38.3,27.57,0,123.4,76.86,58580,0,0,0,0,2.09
25.12.06,0,0,0,770,57.29,0,0,0,0,7735.21,302.56,4087.74,0,0,51,0,2282.93,0,22.946,227.69,984,0,0,0,63.45,0,166.4,0,243.88,198.65,92.3,0,0,814.9,92758.8,1517.63,306.24,0,40.202,29.674,0,122.02,77.31,59951,0,0,0,0,2.144
08.01.07,0,0,0,752,60.39,0,0,0,0,7777,287.5,3867.01,0,0,49.77,0,2090.7,0,22.769,225.4,1000,0,0,0,58.61,0,153,0,226.04,194.25,86.3,0,0,768.01,86651.03,1428.23,309.5,0,36.449,26,0,111.34,72.22,57200,0,0,0,0,2.203
15.01.07,0,0,0,748,65.62,0,0,0,0,7830,285.44,4228.99,0,0,51.745,0,2086,0,22.495,229.33,1100,0,0,0,58.3,0,153.8,0,237.88,197.01,87.7,0,0,740,90400,1522.91,307.7,0,33,23.492,0,115.98,73.44,57750,0,0,0,0,2.454
22.01.07,0,0,0,749.9,74.81,0,0,0,0,7870,286.8,4289.99,0,0,52.52,0,2130.5,0,22.82,249.6,987,0,0,0,63.55,0,150.5,0,237.91,203.64,88.95,0,0,776.97,92540,1557.1,339.88,0,33.13,23.965,0,116.57,72.49,62500,0,0,0,0,2.567
29.01.07,0,0,0,732,74.9,0,0,0,0,7900,289.05,4684,0,0,50.501,0,2154,0,23.79,255,1073,0,0,0,68.04,0,151.19,0,239.82,213.65,92.57,0,0,760,91760.03,1504.01,343.48,0,33.02,23.38,0,116,71.85,63600,0,0,0,0,2.685
05.02.07,0,0,0,722,71.51,0,0,0,0,8000,278.47,4708.9,0,0,54.884,0,2153,0,23.599,246,1123,0,0,0,69.61,0,149.49,0,233.99,208.95,87.3,0,0,897,89500,1473.3,336.69,0,32.93,22.995,0,115.27,72.3,64492.85,0,0,0,0,3.05
12.02.07,0,0,0,713.6,71.75,0,0,0,0,8000,282.5,4800,0,0,58,0,2106.5,0,24.85,252.98,1079,0,0,0,68.29,0,144.5,0,226.35,215.5,88.85,0,0,844.99,92255,1512.9,345,0,32.201,22.469,0,112.2,70.85,62003,0,0,0,0,2.754
19.02.07,0,0,0,701,73.55,0,0,0,0,8450,282,4880,0,0,61.8,0,2123.9,0,25,253.9,1084,0,0,0,73.49,0,150,0,236.39,216.39,85.64,0,0,863,97002,1542,361.97,0,33.2,22.48,0,117.7,71.6,60790,0,0,0,0,2.802
