X.,Аптечная.сеть.36.6..02,Газпром..13,ГИДРОМАШСЕРВИС..02,Кокс..БО.02,Кубаньэнерго..01,ЛЕНТА..03,Лукойл..03,Лукойл..04,Лукойл..БО.01,Лукойл..БО.18,Лукойл..БО.19,Лукойл..БО.20,Микояновский.мясокомбинат..БО.01,Мираторг.Финанс..БО.03,ММК..БО.02,ННК.Актив..бывш..НК.Альянс...БО.01,ОГК.2..01,ОКЕЙ..БО.05,РусГидро..09,РуссНефть..01,СОЛЛЕРС..02,ТГК.2..БО.02,ТМК..03,УК.ГидроОГК..01,ЧТПЗ..01,Энел.Россия..бывш..Энел.ОГК.5...БО.15
2013-05-10,0,0,125.37,137.03,0,120.08,0,131.87,0,0,0,0,134.56,105.33,0,124.12,0,0,0,0,140.04,0,0,0,0,133.36
2013-05-13,0,0,127.58,137.86,0,120.55,0,132.22,0,0,0,0,135.7,106.22,0,125.25,0,0,0,0,140.84,0,0,0,0,134.13
2013-05-14,0,0,127.88,137.81,0,120.78,0,132.43,0,0,0,0,136.04,106.49,0,125.38,0,0,0,0,141.21,0,0,0,0,134.38
2013-05-15,0,0,127.81,138.04,0,121.15,0,132.63,0,0,0,0,136.38,106.87,0,125.63,0,0,0,0,141.55,0,0,0,0,134.6
2013-05-16,0,0,128.19,138.28,0,121.48,0,133.14,0,0,0,0,136.73,107.2,0,125.79,0,0,0,0,141.82,0,0,0,0,134.81
2013-05-17,0,0,128.65,138.81,0,121.69,0,133.34,0,0,0,0,137.1,107.54,0,126.05,0,0,0,0,142.14,0,0,0,0,135.05
2013-05-20,0,0,129.53,139.24,0,122.51,0,133.95,0,0,0,0,138.13,108.56,0,126.81,0,0,0,0,143.22,0,0,0,0,135.73
2013-05-21,0,0,129.83,139.47,0,122.79,0,134.15,0,0,0,0,138.33,108.83,0,127.06,0,0,0,0,143.53,0,0,0,0,135.96
2013-05-22,0,0,129.93,139.68,0,123.02,0,134.36,0,0,0,0,138.82,109.14,0,127.23,0,0,0,0,143.83,0,0,0,0,136.18
2013-05-23,0,0,130.06,139.81,0,123.4,0,134.56,0,0,0,0,139.16,109.47,0,127.35,0,0,0,0,144.14,0,0,0,0,136.41
2013-05-24,0,0,130.06,140.05,0,123.68,0,134.76,0,0,0,0,139.41,109.74,0,127.6,0,0,0,0,144.48,0,0,0,0,136.67
2013-05-27,0,0,130.95,140.76,0,124.18,0,135.37,0,0,0,0,139.55,110.75,0,128.36,0,0,0,0,145.46,0,0,0,0,137.37
2013-05-28,0,0,131.69,141,0,124.71,0,135.47,0,0,0,0,140.81,110.99,0,128.48,0,0,0,0,145.85,0,0,0,0,137.59
2013-05-29,0,0,132.05,141.19,0,124.99,0,135.55,0,0,0,0,141.15,111.3,0,128.61,0,0,0,0,146.15,0,0,0,0,137.83
2013-05-30,0,0,132,98.65,0,125.26,0,135.98,0,0,0,0,141.52,111.4,0,128.74,0,0,0,0,146.46,0,0,0,0,138.05
2013-05-31,0,0,132.86,99.47,0,125.54,0,136.18,0,0,0,0,141.63,111.86,0,129.29,0,0,0,0,146.74,0,0,0,0,138.26
2013-06-03,0,0,133.81,100.18,0,126.35,0,136.79,0,0,0,0,142.98,112.79,0,130.05,0,0,0,0,147.55,0,0,0,0,138.96
2013-06-04,0,0,134,99.6,0,126.59,0,136.99,0,0,0,0,143.11,113.15,0,130.92,0,0,0,0,148,0,0,0,0,139.19
2013-06-05,0,0,134.3,99.84,0,126.91,0,137.2,0,0,0,0,143.46,113.34,0,131.17,0,0,0,0,148.44,0,0,0,0,139.42
2013-06-06,0,0,134.59,100.08,0,127.18,0,137.98,0,0,0,0,144.81,113.56,0,131.51,0,0,0,0,148.78,0,0,0,0,139.63
2013-06-07,0,0,134.85,100.15,0,127.45,0,101.28,0,0,0,0,145.15,113.87,0,131.55,0,0,0,0,149.09,0,0,0,0,139.86
2013-06-10,0,0,135.53,100.48,0,128.28,0,100.88,0,0,0,0,145.48,114.96,0,132.33,0,0,0,0,150.12,0,0,0,0,140.54
2013-06-11,0,0,134.91,100.83,0,128.22,0,101.02,0,0,0,0,145.51,115.05,0,132.58,0,0,0,0,150.37,0,0,0,0,140.77
2013-06-13,0,0,136.38,101.25,0,128.77,0,101.82,0,0,0,0,146.2,115.67,0,133.39,0,0,0,0,151.04,0,0,0,0,141.24
2013-06-14,0,0,136.68,101.2,0,129.04,0,102,0,0,0,0,146.55,115.92,0,133.64,0,0,0,0,151.46,0,0,0,0,141.47
2013-06-17,0,0,137.43,102.19,0,129.86,0,102.78,0,0,0,0,147.58,116.88,0,133.45,0,0,0,0,152.26,0,0,0,0,142.17
2013-06-18,0,0,137.59,101.28,0,130.27,0,102.98,0,0,0,0,147.92,117.29,0,133.94,0,0,0,0,152.7,0,0,0,0,0
2013-06-19,0,0,138.02,101.52,0,130.54,0,103.19,0,0,0,0,148.26,117.46,0,134.19,0,0,0,0,153.04,0,0,0,0,0
2013-06-20,0,0,138.32,101.75,0,131.29,0,103.39,0,0,0,0,148.85,117.29,0,134.44,0,0,0,0,153.37,0,0,0,0,0
2013-06-21,0,0,138.61,102.44,0,131.56,0,103.59,0,0,0,0,149.05,118.04,0,134.47,0,0,0,0,153.72,0,0,0,0,0
2013-06-24,0,0,139.49,103.16,0,132.38,0,104,0,0,0,0,150.04,118.97,0,135.23,0,0,0,0,154.72,0,0,0,0,0
2013-06-25,0,0,140.16,102.89,0,132.65,0,104.17,0,0,0,0,150.39,119.32,0,136.44,0,0,0,0,155.04,0,0,0,0,0
2013-06-26,0,0,140.08,103.66,0,132.66,0,104.37,0,0,0,0,150.4,119.53,0,136.8,0,0,0,0,155.39,0,0,0,0,0
2013-06-27,0,0,140.38,103.91,0,133.02,0,104.53,0,0,0,0,150.05,120.18,0,136.85,0,0,0,0,155.67,0,0,0,0,0
2013-06-28,0,0,140.54,104.35,0,133.76,0,104.76,0,0,0,0,150.92,120.31,0,137.2,0,0,0,0,156.07,0,0,0,0,0
2013-07-01,0,0,141.85,105.62,0,134.58,0,105.37,0,0,0,0,151.95,120.25,0,137.83,0,0,0,0,157.1,0,0,0,0,0
2013-07-02,0,0,142.15,105.85,0,134.85,0,105.58,0,0,0,0,152.51,120.56,0,138.08,0,0,0,0,157.33,0,0,0,0,0
2013-07-03,0,0,141.1,106.09,0,134.58,0,105.78,0,0,0,0,152.79,120.86,0,138.34,0,0,0,0,157.63,0,0,0,0,0
2013-07-04,0,0,141.4,106.33,0,134.9,0,105.98,0,0,0,0,153.2,121.17,0,138.26,0,0,0,0,157.92,0,0,0,0,0
2013-07-05,0,0,143.03,106.7,0,134.12,0,106.18,0,0,0,0,153.54,121.9,0,138.89,0,0,0,0,158.41,0,0,0,0,0
2013-07-08,0,0,143.62,107.33,0,134.95,0,106.85,0,0,0,0,153.81,122.82,0,138.75,0,0,0,0,159.39,0,0,0,0,0
2013-07-09,0,0,143.91,107.57,0,135.47,0,107.05,0,0,0,0,154.15,123.13,0,138.88,0,0,0,0,159.59,0,0,0,0,0
2013-07-10,0,0,144.51,107.81,0,136.54,0,107.22,0,0,0,0,154.49,123.94,0,139.81,0,0,0,0,160.25,0,0,0,0,0
2013-07-11,0,0,144.76,108.05,0,136.85,0,107.43,0,0,0,0,155.39,123.92,0,139.93,0,0,0,0,160.32,0,0,0,0,0
2013-07-12,0,0,144.99,108.19,0,137.12,0,107.56,0,0,0,0,155.74,124.23,0,139.91,0,0,0,0,160.67,0,0,0,0,0
2013-07-15,0,0,146.05,108.93,0,137.89,0,108.3,0,0,0,0,156.31,125.73,0,140.63,0,0,0,0,161.69,0,0,0,0,0
2013-07-16,0,0,146.34,109.24,0,138.23,0,108.65,0,0,0,0,157.21,125.94,0,141.72,0,0,0,0,162.04,0,0,0,0,0
2013-07-17,0,0,145.79,109.48,0,138.51,0,108.43,0,0,0,0,157.53,126.2,0,141.94,0,0,0,0,0,0,0,0,0,0
2013-07-18,0,0,146.77,109.74,0,138.79,0,109.07,0,0,0,0,157.99,126.51,0,142.1,0,0,0,0,0,0,0,0,0,0
2013-07-19,0,0,147.26,109.96,0,139.06,0,109.06,0,0,0,0,158.33,126.82,0,142.35,0,0,0,0,0,0,0,0,0,0
2013-07-22,0,0,148.14,110.87,0,139.81,0,109.42,0,0,0,0,159.24,127.64,0,143.06,0,0,0,0,0,0,0,0,0,0
2013-07-23,0,0,147.95,110.91,0,140.07,0,109.65,0,0,0,0,159.59,128.05,0,143.19,0,0,0,0,0,0,0,0,0,0
2013-07-24,0,0,148.32,111.15,0,140.33,0,110.05,0,0,0,0,159.95,128.06,0,143.32,0,0,0,0,0,0,0,0,0,0
2013-07-25,0,0,148.45,111.37,0,140.6,0,110.15,0,0,0,0,160.43,128.36,0,143.43,0,0,0,0,0,0,0,0,0,0
2013-07-26,0,0,148.75,112.22,0,140.96,0,110.36,0,0,0,0,160.77,128.46,0,143.78,0,0,0,0,0,0,0,0,0,0
2013-07-29,0,0,149.63,112.94,0,141.92,0,110.97,0,0,0,0,161.8,129.53,0,144.54,0,0,0,0,0,0,0,0,0,0
2013-07-30,0,0,150.18,112.62,0,142.19,0,111.25,0,0,0,0,162.1,130.25,0,144.84,0,0,0,0,0,0,0,0,0,0
2013-07-31,0,0,150.69,112.79,0,143.08,0,111.6,0,0,0,0,162.44,130.51,0,144.78,0,0,0,0,0,0,0,0,0,0
2013-08-01,0,0,150.25,112.93,0,143.48,0,111.8,0,0,0,0,162.79,130.82,0,145.04,0,0,0,0,0,0,0,0,0,0
2013-08-02,0,0,150.55,113.19,0,143.12,0,111.31,0,0,0,0,163.23,131.18,0,145.29,0,0,0,0,0,0,0,0,0,0
2013-08-05,0,0,151.43,113.91,0,144.55,0,111.91,0,0,0,0,101.92,132.05,0,146.05,0,0,0,0,0,0,0,0,0,0
2013-08-06,0,0,151.73,114.15,0,144.82,0,112.12,0,0,0,0,102.09,132.36,0,146.54,0,0,0,0,0,0,0,0,0,0
2013-08-07,0,0,152.65,114.31,0,145.17,0,112.8,0,0,0,0,102.61,132.66,0,100.6,0,0,0,0,0,0,0,0,0,0
2013-08-08,0,0,152.95,114.57,0,145.29,0,113,0,0,0,0,102.95,132.98,0,100.81,0,0,0,0,0,0,0,0,0,0
2013-08-09,0,0,153.38,114.86,0,145.21,0,113.13,0,0,0,0,103.34,133.29,0,100.94,0,0,0,0,0,0,0,0,0,0
2013-08-12,0,0,154.26,115.58,0,146.2,0,113.78,0,0,0,0,104.36,134.21,0,101.7,0,0,0,0,0,0,0,0,0,0
2013-08-13,0,0,154.56,115.79,0,146.75,0,113.99,0,0,0,0,104.73,134.52,0,101.82,0,0,0,0,0,0,0,0,0,0
2013-08-14,0,0,154.85,116,0,146.93,0,114.19,0,0,0,0,105.16,134.83,0,102.41,0,0,0,0,0,0,0,0,0,0
2013-08-15,0,0,155.15,116.29,0,147.29,0,114.39,0,0,0,0,105.5,135.14,0,102.66,0,0,0,0,0,0,0,0,0,0
2013-08-16,0,0,155.16,116.52,0,147.59,0,114.59,0,0,0,0,105.77,135.44,0,102.66,0,0,0,0,0,0,0,0,0,0
2013-08-19,0,0,102.44,117.16,0,148.41,0,115.2,0,0,0,0,107.09,136.37,0,103.82,0,0,0,0,0,0,0,0,0,0
2013-08-20,0,0,102.74,116.78,0,148.69,0,115.41,0,0,0,0,107.08,136.68,0,104.08,0,0,0,0,0,0,0,0,0,0
2013-08-21,0,0,102.92,116.92,0,148.96,0,115.43,0,0,0,0,107.21,136.99,0,104.06,0,0,0,0,0,0,0,0,0,0
2013-08-22,0,0,103.22,116.39,0,149.24,0,115.63,0,0,0,0,107.46,137.29,0,104.4,0,0,0,0,0,0,0,0,0,0
2013-08-23,0,0,103.95,116.02,0,149.55,0,115.95,0,0,0,0,107.79,137.6,0,104.66,0,0,0,0,0,0,0,0,0,0
2013-08-26,0,0,104.32,117.66,0,150.37,0,116.53,0,0,0,0,108.87,138.52,0,105.33,0,0,0,0,0,0,0,0,0,0
2013-08-27,0,0,104.61,117.52,0,150.65,0,116.64,0,0,0,0,109.29,138.83,0,105.59,0,0,0,0,0,0,0,0,0,0
2013-08-28,0,0,105.03,119.38,0,150.92,0,117.39,0,0,0,0,109.45,139.09,0,105.85,0,0,0,0,0,0,0,0,0,0
2013-08-29,0,0,105.18,117.98,0,151.19,0,117.15,0,0,0,0,109.8,139.4,0,106.22,0,0,0,0,0,0,0,0,0,0
2013-08-30,0,0,105.87,118.67,0,151.32,0,117.59,0,0,0,0,110.34,139.71,0,106.47,0,0,0,0,0,0,0,0,0,0
2013-09-02,0,0,106.76,120.11,0,152.14,0,118.2,0,0,0,0,111.37,140.68,0,107.2,0,0,0,0,0,0,0,0,0,0
2013-09-03,0,0,107.05,120.7,0,152.46,0,118.44,0,0,0,0,111.71,140.98,0,107.42,0,0,0,0,0,0,0,0,0,0
2013-09-04,0,0,106.96,120.38,0,102.87,0,119.28,0,0,0,0,112,141.3,0,107.67,0,0,0,0,0,0,0,0,0,0
2013-09-05,0,0,107.24,120.6,0,103.15,0,118.81,0,0,0,0,112.34,141.61,0,107.92,0,0,0,0,0,0,0,0,0,0
2013-09-06,0,0,107.53,120.84,0,103.42,0,119.01,0,0,0,0,112.69,141.92,0,108.18,0,0,0,0,0,0,0,0,0,0
2013-09-09,0,0,108.42,121.75,0,104.25,0,119.92,0,0,0,0,113.66,142.84,0,108.94,0,0,0,0,0,0,0,0,0,0
2013-09-10,0,0,108.58,121.79,0,104.53,0,120.12,0,0,0,0,113.94,143.15,0,109.19,0,0,0,0,0,0,0,0,0,0
2013-09-11,0,0,109.16,122.03,0,104.68,0,120.33,0,0,0,0,114.25,143.46,0,109.29,0,0,0,0,0,0,0,0,0,0
2013-09-12,0,0,109.64,122.27,0,104.96,0,120.53,0,0,0,0,114.57,143.76,0,109.55,0,0,0,0,0,0,0,0,0,0
2013-09-13,0,0,109.7,121.76,0,105.55,0,121.12,0,0,0,0,114.32,144.07,0,110.02,0,0,0,0,0,0,0,0,0,0
2013-09-16,0,0,110.69,122.63,0,106.37,0,121.73,0,0,0,0,116.51,145,0,110.65,0,0,0,0,0,0,0,0,0,0
2013-09-17,0,0,110.98,122.48,0,106.79,0,121.93,0,0,0,0,116.15,145.11,0,110.91,0,0,0,0,0,0,0,0,0,0
2013-09-18,0,0,111.4,123.2,0,106.96,0,122.13,0,0,0,0,116.49,145.61,0,111.07,0,0,0,0,0,0,0,0,0,0
2013-09-19,0,0,111.54,123.44,0,106.93,0,121.58,0,0,0,0,116.8,145.87,0,111.21,0,0,0,0,0,0,0,0,0,0
2013-09-20,0,0,112.07,123.96,0,107.36,0,121.78,0,0,0,0,117.12,146.18,0,111.85,0,0,0,0,0,0,0,0,0,0
2013-09-23,0,0,112.75,123.91,0,107.92,0,122.39,0,0,0,0,118.26,147.26,0,112.63,0,0,0,0,0,0,0,0,0,0
2013-09-24,0,0,113.05,124.71,0,108.19,0,122.59,0,0,0,0,118.6,147.98,0,112.77,0,0,0,0,0,0,0,0,0,0
2013-09-25,0,0,113.34,125.13,0,108.47,0,122.79,0,0,0,0,118.89,147.91,0,112.89,0,0,0,0,0,0,0,0,0,0
2013-09-26,0,0,113.6,125.36,0,109,0,122.79,0,0,0,0,119.82,148.92,0,113.59,0,0,0,0,0,0,0,0,0,0
2013-09-27,0,0,113.89,125.41,0,109.12,0,123.05,0,0,0,0,120.16,149.39,0,113.85,0,0,0,0,0,0,0,0,0,0
2013-09-30,0,0,115.29,126.06,0,110.13,0,123.66,0,0,0,0,120.77,150.34,0,114.58,0,0,0,0,0,0,0,0,0,0
2013-10-01,0,0,115.75,126.29,0,110.2,0,123.84,0,0,0,0,121.11,150.28,0,114.83,0,0,0,0,0,0,0,0,0,0
2013-10-02,0,0,115.49,126.53,0,110.9,0,124.04,0,0,0,0,121.47,150.73,0,114.81,0,0,0,0,0,0,0,0,0,0
2013-10-03,0,0,115.65,126.88,0,111.17,0,124.31,0,0,0,0,121.93,151.18,0,115.06,0,0,0,0,0,0,0,0,0,0
2013-10-04,0,0,115.85,127.21,0,111.44,0,124.51,0,0,0,0,122.58,151.54,0,115.48,0,0,0,0,0,0,0,0,0,0
2013-10-07,0,0,116.98,127.84,0,112.27,0,125.12,0,0,0,0,123.58,152.46,0,115.99,0,0,0,0,0,0,0,0,0,0
2013-10-08,0,0,117.27,127.94,0,112.44,0,125.29,0,0,0,0,123.55,152.6,0,116.18,0,0,0,0,0,0,0,0,0,0
2013-10-09,0,0,117.38,128.41,0,112.71,0,125.49,0,0,0,0,123.69,153.03,0,116.39,0,0,0,0,0,0,0,0,0,0
2013-10-10,0,0,117.65,128.74,0,112.99,0,126.37,0,0,0,0,124.03,153.34,0,116.64,0,0,0,0,0,0,0,0,0,0
2013-10-11,0,0,117.82,129.3,0,113.31,0,125.95,0,0,0,0,124.71,153.61,0,116.77,0,0,0,0,0,0,0,0,0,0
2013-10-14,0,0,118.7,129.89,0,114.07,0,126.56,0,0,0,0,125.74,154.43,0,117.93,0,0,0,0,0,0,0,0,0,0
2013-10-15,0,0,118.99,130.23,0,114.35,0,126.67,0,0,0,0,125.44,154.59,0,118.18,0,0,0,0,0,0,0,0,0,0
2013-10-16,0,0,119.47,130.4,0,114.6,0,127.18,0,0,0,0,125.97,154.99,0,118.37,0,0,0,0,0,0,0,0,0,0
2013-10-17,0,0,119.56,131.07,0,114.89,0,127.38,0,0,0,0,126.48,155.34,0,118.5,0,0,0,0,0,0,0,0,0,0
2013-10-18,0,0,119.91,129.89,0,115.17,0,128.17,0,0,0,0,126.87,155.46,0,118.71,0,0,0,0,0,0,0,0,0,0
2013-10-21,0,0,120.95,131.26,0,115.95,0,128.78,0,0,0,0,127.9,156.39,0,119.3,0,0,0,0,0,81.64,0,0,0,0
2013-10-22,0,0,121.39,131.5,0,116.26,0,128.08,0,0,0,0,128.24,156.94,0,119.53,0,0,0,0,0,86.97,0,0,0,0
2013-10-23,0,0,121.69,132.04,0,116.54,0,128.31,0,0,0,0,128.48,100.95,0,119.96,0,0,0,0,0,87.3,0,0,0,0
2013-10-24,0,0,121.93,132.26,0,116.81,0,128.51,0,0,0,0,128.77,101.3,0,120.17,0,0,0,0,0,77.65,0,0,0,0
2013-10-25,0,0,122.32,131.52,0,117.02,0,128.74,0,0,0,0,129.11,101.62,0,120.74,0,0,0,0,0,77.98,0,0,0,0
2013-10-28,0,0,123.02,133.1,0,117.84,0,129.32,0,0,0,0,130.09,102.52,0,121.16,0,0,0,0,0,78.96,0,0,0,0
2013-10-29,0,0,123.25,133.34,0,118.09,0,129.67,0,0,0,0,130.44,102.83,0,121.44,0,0,0,0,0,79.28,0,0,0,0
2013-10-30,0,0,123.39,134,0,118.42,0,129.73,0,0,0,0,130.59,103.1,0,121.68,0,0,0,0,0,75.99,0,0,0,0
2013-10-31,0,0,124.14,133.94,0,118.7,0,129.91,0,0,0,0,131.12,103.42,0,121.99,0,0,0,0,0,76.12,0,0,0,0
2013-11-01,0,0,124.2,134.12,0,119.07,0,130.13,0,0,0,0,131.43,103.61,0,122.22,0,0,0,0,0,76.36,0,0,0,0
2013-11-05,0,0,125.62,135.29,0,119.76,0,130.92,0,0,0,0,132.8,104.81,0,123.34,0,0,0,0,0,68.63,0,0,0,0
2013-11-06,0,0,125.62,136.11,0,120.03,0,131.13,0,0,0,0,133.07,104.89,0,123.45,0,0,0,0,0,64.87,0,0,0,0
2013-11-07,0,0,125.79,136.33,0,120.61,0,131.29,0,0,0,0,133.62,105.18,0,123.72,0,0,0,0,0,63.86,0,0,0,0
2013-11-08,0,0,126.23,136.37,0,120.93,0,131.49,0,0,0,0,133.91,105.49,0,124.09,0,0,0,0,0,60.3,0,0,0,0
2013-11-11,0,0,127.11,137.27,0,121.75,0,132.34,0,0,0,0,134.99,106.3,0,124.78,0,0,0,0,0,62.78,0,0,0,0
2013-11-12,0,0,127.39,137.33,0,121.98,0,132.55,0,0,0,0,135.04,106.67,0,125.01,0,0,0,0,0,56.8,0,0,0,0
2013-11-13,0,0,127.68,137.41,0,121.98,0,132.65,0,0,0,0,135.52,106.8,0,125.2,0,0,0,0,0,56.54,0,0,0,0
2013-11-14,0,0,127.55,137.65,0,122.45,0,132.73,0,0,0,0,135.87,107.29,0,125.34,0,0,0,0,0,63.9,0,0,0,0
2013-11-15,0,0,128.12,138.11,0,122.73,0,132.94,0,0,0,0,136.21,107.6,0,125.8,0,0,0,0,0,69.75,0,0,0,0
2013-11-18,0,0,128.79,138.94,0,123.55,0,133.77,0,0,0,0,137.24,108.53,0,126.61,0,0,0,0,0,69.99,0,0,0,0
2013-11-19,0,0,129.18,139.06,0,123.8,0,133.73,0,0,0,0,137.56,108.91,0,126.73,0,0,0,0,0,74.14,0,0,0,0
2013-11-20,0,0,129.38,139.21,0,124.07,0,134.15,0,0,0,0,137.75,109.14,0,127.07,0,0,0,0,0,76.39,0,0,0,0
2013-11-21,0,0,129.88,139.34,0,124.24,0,134.32,0,0,0,0,138.25,109.3,0,127.31,0,0,0,0,0,78,0,0,0,0
2013-11-22,0,0,130.23,139.58,0,124.39,0,134.26,0,0,0,0,138.49,109.55,0,127.52,0,0,0,0,0,80.58,0,0,0,0
2013-11-25,0,0,130.38,140.29,0,125.24,0,135.12,0,0,0,0,139.47,110.68,0,128.13,0,0,0,0,0,80.78,0,0,0,0
2013-11-26,0,0,130.69,140.53,0,125.51,0,135.31,0,0,0,0,139.82,110.35,0,128.27,0,0,0,0,0,82.45,0,0,0,0
2013-11-27,0,0,131.16,141.11,0,125.59,0,135.54,0,0,0,0,140.25,111.34,0,128.82,0,0,0,0,0,82.17,0,0,0,0
2013-11-28,0,0,131.47,98,0,125.86,0,135.72,0,0,0,0,140.61,111.76,0,129.02,0,0,0,0,0,83.44,0,0,0,0
2013-11-29,0,0,131.76,98.21,0,125.84,0,135.92,0,0,0,0,140.88,112.25,0,129.24,0,0,0,0,0,82.95,0,0,0,0
2013-12-02,0,0,132.01,98.93,0,126.66,0,136.53,0,0,0,0,141.88,112.64,0,130.06,0,0,0,0,0,83.3,0,0,0,0
2013-12-03,0,0,132.07,99.17,0,126.83,0,136.73,0,0,0,0,142.24,113.44,0,130.19,0,0,0,0,0,81.95,0,0,0,0
2013-12-04,0,0,131.59,99.41,0,127.11,0,136.94,0,0,0,0,142.67,113.74,0,130.52,0,0,0,0,0,80.91,0,0,0,0
2013-12-05,0,0,132.39,99.61,0,127.38,0,0,0,0,0,0,142.78,113.16,0,130.76,0,0,0,0,0,80.82,0,0,0,0
2013-12-06,0,0,132.57,99.58,0,127.65,0,0,0,0,0,0,143.35,113.27,0,131.02,0,0,0,0,0,82.04,0,0,0,0
2013-12-09,0,0,133.46,99.26,0,128.31,0,0,0,0,0,0,144.35,114.9,0,131.75,0,0,0,0,0,82.73,0,0,0,0
2013-12-10,0,0,133.7,101.06,0,128.52,0,0,0,0,0,0,144.54,115.02,0,132.09,0,0,0,0,0,82.16,0,0,0,0
2013-12-11,0,0,134.24,101.2,0,128.98,0,0,0,0,0,0,145.06,115.66,0,132.2,0,0,0,0,0,82.41,0,0,0,0
2013-12-12,0,0,134.74,101.21,0,129,0,0,0,0,0,0,145.29,116.22,0,132.46,0,0,0,0,0,82.64,0,0,0,0
2013-12-13,0,0,134.9,101.85,0,129.18,0,0,0,0,0,0,145.65,116.53,0,132.83,0,0,0,0,0,82.77,0,0,0,0
2013-12-16,0,0,135.91,102.72,0,129.97,0,0,0,0,0,0,146.53,117.35,0,133.59,0,0,0,0,0,83.68,0,0,0,0
2013-12-17,0,0,135.56,102.73,0,130.27,0,0,0,0,0,0,146.89,117.6,0,133.78,0,0,0,0,0,84.62,0,0,0,0
2013-12-18,0,0,135.85,103.06,0,130.78,0,0,0,0,0,0,147.23,117.71,0,133.96,0,0,0,0,0,83.28,0,0,0,0
2013-12-19,0,0,135.63,103.08,0,131.06,0,0,0,0,0,0,147.55,118.29,0,134.21,0,0,0,0,0,82.25,0,0,0,0
2013-12-20,0,0,135.96,103.51,0,131.33,0,0,0,0,0,0,147.95,119.12,0,134.54,0,0,0,0,0,82.15,0,0,0,0
2013-12-23,0,0,137.14,103.03,0,132.15,0,0,0,0,0,0,148.94,118.54,0,135.3,0,0,0,0,0,85.79,0,0,0,0
2013-12-24,0,0,137.65,103.74,0,132.28,0,0,0,0,0,0,149.19,119.26,0,135.58,0,0,0,0,0,78.7,0,0,0,0
2013-12-25,0,0,138.08,104.29,0,132.72,0,0,0,0,0,0,149.77,119.53,0,135.83,0,0,0,0,0,76.96,0,0,0,0
2013-12-26,0,0,138.51,105.05,0,133.73,0,0,0,0,0,0,150.1,119.84,0,136.09,0,0,0,0,0,73.73,0,0,0,0
2013-12-27,0,0,139,105.55,0,133.9,0,0,0,0,0,0,150.49,120.2,0,136.31,0,0,0,0,0,73.68,0,0,0,0
2013-12-30,0,0,139.53,106.41,0,135.93,0,0,0,0,0,0,151.56,121.19,0,137.05,0,0,0,0,0,74.63,0,0,0,0
2013-12-31,0,0,139.53,106.41,0,135.93,0,0,0,0,0,0,151.56,121.19,0,137.05,0,0,0,0,0,74.63,0,0,0,0
2014-01-06,0,0,141.6,109.01,0,137.85,0,0,0,0,0,0,153.96,123.66,0,138.82,0,0,0,0,0,78.63,0,0,0,0
2014-01-08,0,0,142.19,109.21,0,138.39,0,0,0,0,0,0,154.7,124.28,0,139.48,0,0,0,0,0,80.46,0,0,0,0
2014-01-09,0,0,142.48,109.25,0,138.67,0,0,0,0,0,0,154.79,124.76,0,139.59,0,0,0,0,0,81.68,0,0,0,0
2014-01-10,0,0,142.94,109.49,0,138.94,0,0,0,0,0,0,155.22,124.45,0,139.85,0,0,0,0,0,82.9,0,0,0,0
2014-01-13,0,0,144.04,110.25,0,139.76,0,0,0,0,0,0,156.19,125.59,0,140.62,0,0,0,0,0,83.94,0,0,0,0
2014-01-14,0,0,144.29,109.44,0,140.04,0,0,0,0,0,0,156.56,125.9,0,140.91,0,0,0,0,0,86.51,0,0,0,0
2014-01-15,0,0,145.21,110.18,0,138.86,0,0,0,0,0,0,156.95,126.37,0,141.16,0,0,0,0,0,87,0,0,0,0
2014-01-16,0,0,145.93,110.82,0,139.14,0,0,0,0,0,0,157.17,126.71,0,141.32,0,0,0,0,0,89.15,0,0,0,0
2014-01-17,0,0,146.36,111.51,0,139.41,0,0,0,0,0,0,157.53,126.13,0,141.66,0,0,0,0,0,89.52,0,0,0,0
2014-01-20,0,0,146.54,112.66,0,140.24,0,0,0,0,0,0,158.56,126.48,0,142.32,0,0,0,0,0,90.78,0,0,0,0
2014-01-21,0,0,147.39,112.9,0,140.38,0,0,0,0,0,0,158.9,128.22,0,142.58,0,0,0,0,0,90.48,0,0,0,0
2014-01-22,0,0,147.08,112.41,0,140.73,0,0,0,0,0,0,159.25,128.56,0,142.91,0,0,0,0,0,90.4,0,0,0,0
2014-01-23,0,0,147.37,112.69,0,141,0,0,0,0,0,0,159.61,129.01,0,143.13,0,0,0,0,0,90.52,0,0,0,0
2014-01-24,0,0,147.97,112.9,0,141.38,0,0,0,0,0,0,159.98,129.47,0,143.34,0,0,0,0,0,88.47,0,0,0,0
2014-01-27,0,0,149.15,112.65,0,142.2,0,0,0,0,0,0,160.98,130.37,0,144.11,0,0,0,0,0,89.86,0,0,0,0
2014-01-28,0,0,149.13,113.78,0,142.52,0,0,0,0,0,0,161.4,130.62,0,144.36,0,0,0,0,0,90.19,0,0,0,0
2014-01-29,0,0,149.39,114.06,0,142.8,0,0,0,0,0,0,161.69,131,0,144.6,0,0,0,0,0,90.77,0,0,0,0
2014-01-30,0,0,149.68,114.68,0,143.07,0,0,0,0,0,0,161.99,130.82,0,144.86,0,0,0,0,0,90.58,0,0,0,0
