X.,Аптечная.сеть.36.6..02,Газпром..13,ГИДРОМАШСЕРВИС..02,Кокс..БО.02,Кубаньэнерго..01,ЛЕНТА..03,Лукойл..03,Лукойл..04,Лукойл..БО.01,Лукойл..БО.18,Лукойл..БО.19,Лукойл..БО.20,Микояновский.мясокомбинат..БО.01,Мираторг.Финанс..БО.03,ММК..БО.02,ННК.Актив..бывш..НК.Альянс...БО.01,ОГК.2..01,ОКЕЙ..БО.05,РусГидро..09,РуссНефть..01,СОЛЛЕРС..02,ТГК.2..БО.02,ТМК..03,УК.ГидроОГК..01,ЧТПЗ..01,Энел.Россия..бывш..Энел.ОГК.5...БО.15
2014-01-31,0,0,149.98,114.92,0,142.7,0,0,0,0,0,0,162.37,131.63,0,145.11,0,0,0,0,0,92.8,0,0,0,0
2014-02-03,0,0,150.76,115.24,0,143.37,0,0,0,0,0,0,101.07,132.06,0,145.87,0,0,0,0,0,94.65,0,0,0,0
2014-02-04,0,0,151.06,115.75,0,143.64,0,0,0,0,0,0,101.38,132.94,0,0,0,0,0,0,0,93.92,0,0,0,0
2014-02-05,0,0,151.25,116.53,0,144.07,0,0,0,0,0,0,102.08,133.02,0,0,0,0,0,0,0,94.99,0,0,0,0
2014-02-06,0,0,151.88,116.23,0,144.59,0,0,0,0,0,0,102.11,133.33,0,0,0,0,0,0,0,95.27,0,0,0,0
2014-02-07,0,0,152.16,116.46,0,145.24,0,0,0,0,0,0,102.47,133.74,0,0,0,0,0,0,0,94.88,0,0,0,0
2014-02-10,0,0,153.07,117.18,0,146.07,0,0,0,0,0,0,103.59,134.51,0,0,0,0,0,0,0,97.32,0,0,0,0
2014-02-11,0,0,153.37,117.71,0,146.01,0,0,0,0,0,0,104.67,134.82,0,0,0,0,0,0,0,98.93,0,0,0,0
2014-02-12,0,0,153.66,118.23,0,145.98,0,0,0,0,0,0,105.01,135.13,0,0,0,0,0,0,0,100.73,0,0,0,0
2014-02-13,0,0,153.96,118.47,0,146.33,0,0,0,0,0,0,105.97,135.49,0,0,0,0,0,0,0,102.05,0,0,0,0
2014-02-14,0,0,154.23,118.43,0,146.68,0,0,0,0,0,0,106.31,135.75,0,0,0,0,0,0,0,103.17,0,0,0,0
2014-02-17,0,0,100.47,119.15,0,147.69,0,0,0,0,0,0,106.93,136.67,0,0,0,0,0,0,0,105.04,0,0,0,0
2014-02-18,0,0,100.83,119.1,0,148.01,0,0,0,0,0,0,106.76,137.01,0,0,0,0,0,0,0,105.23,0,0,0,0
2014-02-19,0,0,100.98,119.62,0,148.1,0,0,0,0,0,0,108.4,137.26,0,0,0,0,0,0,0,105.18,0,0,0,0
2014-02-20,0,0,101.51,119.92,0,148.36,0,0,0,0,0,0,108.64,137.58,0,0,0,0,0,0,0,105.42,0,0,0,0
2014-02-21,0,0,101.52,119.98,0,148.7,0,0,0,0,0,0,108.63,137.89,0,0,0,0,0,0,0,105.75,0,0,0,0
2014-02-24,0,0,102.41,120.69,0,149.52,0,0,0,0,0,0,109.12,138.78,0,0,0,0,0,0,0,106.65,0,0,0,0
2014-02-25,0,0,102.91,121.05,0,149.8,0,0,0,0,0,0,110.4,139.08,0,0,0,0,0,0,0,106.81,0,0,0,0
2014-02-26,0,0,103.2,121.29,0,150.07,0,0,0,0,0,0,110.74,139.17,0,0,0,0,0,0,0,106.95,0,0,0,0
2014-02-27,0,0,103.28,121.33,0,150.34,0,0,0,0,0,0,111.09,139.69,0,0,0,0,0,0,0,106.02,0,0,0,0
2014-02-28,0,0,103.62,121.17,0,150.57,0,0,0,0,0,0,111.43,139.91,0,0,0,0,0,0,0,105.41,0,0,0,0
2014-03-03,0,0,104.62,122.17,0,151.39,0,0,0,0,0,0,109.93,140.68,0,0,0,0,0,0,0,104.29,0,0,0,0
2014-03-04,0,0,104.93,122.12,0,151.66,0,0,0,0,0,0,110.27,138.77,0,0,0,0,0,0,0,105.47,0,0,0,0
2014-03-05,0,0,104.67,122.37,0,102.07,0,0,0,0,0,0,111.8,141.2,0,0,0,0,0,0,0,106.07,0,0,0,0
2014-03-06,0,0,105.07,121.58,0,102.35,0,0,0,0,0,0,113.73,141.34,0,0,0,0,0,0,0,106.82,0,0,0,0
2014-03-07,0,0,104.96,122.34,0,101.82,0,0,0,0,0,0,113.26,140.83,0,0,0,0,0,0,0,106.79,0,0,0,0
2014-03-10,0,0,104.96,122.34,0,101.82,0,0,0,0,0,0,113.26,140.83,0,0,0,0,0,0,0,106.79,0,0,0,0
2014-03-11,0,0,106.26,123.29,0,102.92,0,0,0,0,0,0,113.83,142.89,0,0,0,0,0,0,0,108,0,0,0,0
2014-03-12,0,0,106.56,124.22,0,102.32,0,0,0,0,0,0,114.44,143.16,0,0,0,0,0,0,0,107.52,0,0,0,0
2014-03-13,0,0,106,124.46,0,102.6,0,0,0,0,0,0,114.56,142.38,0,0,0,0,0,0,0,108.72,0,0,0,0
2014-03-14,0,0,106.25,123.24,0,104.97,0,0,0,0,0,0,113.41,140.75,0,0,0,0,0,0,0,106.32,0,0,0,0
2014-03-17,0,0,107.13,125.59,0,105.79,0,0,0,0,0,0,115.74,144.5,0,0,0,0,0,0,0,107.72,0,0,0,0
2014-03-18,0,0,107.39,121.48,0,106.07,0,0,0,0,0,0,117.33,144.56,0,0,0,0,0,0,0,110.67,0,0,0,0
2014-03-19,0,0,107.83,126.08,0,103.31,0,0,0,0,0,0,117.77,135.07,0,0,0,0,0,0,0,110.86,0,0,0,0
2014-03-20,0,0,108.12,124.98,0,103.46,0,0,0,0,0,0,117.5,137.97,0,0,0,0,0,0,0,111.01,0,0,0,0
2014-03-21,0,0,108.11,124.81,0,103.66,0,0,0,0,0,0,117.84,143.18,0,0,0,0,0,0,0,111.61,0,0,0,0
2014-03-24,0,0,109.04,125.49,0,107.68,0,0,0,0,0,0,118.87,146.59,0,0,0,0,0,0,0,112.52,0,0,0,0
2014-03-25,0,0,108.99,125.73,0,107.95,0,0,0,0,0,0,119.21,144.67,0,0,0,0,0,0,0,113.7,0,0,0,0
2014-03-26,0,0,109.15,127.55,0,105.27,0,0,0,0,0,0,119.55,144.29,0,0,0,0,0,0,0,113.13,0,0,0,0
2014-03-27,0,0,109.03,127.79,0,105.37,0,0,0,0,0,0,119.19,145.28,0,0,0,0,0,0,0,113.46,0,0,0,0
2014-03-28,0,0,109.02,127.11,0,105.89,0,0,0,0,0,0,119.88,145.59,0,0,0,0,0,0,0,113.59,0,0,0,0
2014-03-31,0,0,111.25,129.06,0,107.23,0,0,0,0,0,0,120.54,148.16,0,0,0,0,0,0,0,115.12,0,0,0,0
2014-04-01,0,0,111.04,129.11,0,107.5,0,0,0,0,0,0,120.88,148.98,0,0,0,0,0,0,0,115.41,0,0,0,0
2014-04-02,0,0,111.33,129.03,0,107.05,0,0,0,0,0,0,120.98,149.28,0,0,0,0,0,0,0,115.23,0,0,0,0
2014-04-03,0,0,111.5,129.82,0,107.83,0,0,0,0,0,0,121.75,149.32,0,0,0,0,0,0,0,114.14,0,0,0,0
2014-04-04,0,0,111.79,129.51,0,108.1,0,0,0,0,0,0,122.09,149.65,0,0,0,0,0,0,0,116.41,0,0,0,0
2014-04-07,0,0,113.28,130.22,0,111.36,0,0,0,0,0,0,123.3,150.97,0,0,0,0,0,0,0,118.63,0,0,0,0
2014-04-08,0,0,113.11,130.46,0,111.63,0,0,0,0,0,0,123.65,150.75,0,0,0,0,0,0,0,119.67,0,0,0,0
2014-04-09,0,0,113.4,130.96,0,111.9,0,0,0,0,0,0,124.28,151.06,0,0,0,0,0,0,0,121.53,0,0,0,0
2014-04-10,0,0,113.68,131.39,0,112.18,0,0,0,0,0,0,124.62,150.74,0,0,0,0,0,0,0,122.61,0,0,0,0
2014-04-11,0,0,113.42,132.14,0,112.45,0,0,0,0,0,0,124.49,152.6,0,0,0,0,0,0,0,123.18,0,0,0,0
2014-04-14,0,0,113.83,132.4,0,110.25,0,0,0,0,0,0,125.41,153.11,0,0,0,0,0,0,0,124.24,0,0,0,0
2014-04-15,0,0,113.72,132.13,0,113.51,0,0,0,0,0,0,125.35,153.42,0,0,0,0,0,0,0,124.76,0,0,0,0
2014-04-16,0,0,114.02,133.14,0,113.78,0,0,0,0,0,0,125.98,153.25,0,0,0,0,0,0,0,124.77,0,0,0,0
2014-04-17,0,0,115.11,132.95,0,114.05,0,0,0,0,0,0,126.53,153.25,0,0,0,0,0,0,0,65.98,0,0,0,0
2014-04-18,0,0,115.37,133.7,0,114.33,0,0,0,0,0,0,126.87,153.56,0,0,0,0,0,0,0,66.06,0,0,0,0
2014-04-21,0,0,117.43,134.35,0,115.15,0,0,0,0,0,0,127.68,153.79,0,0,0,0,0,0,0,66.76,0,0,0,0
2014-04-22,0,0,117.43,134.1,0,112.67,0,0,0,0,0,0,129.61,155.05,0,0,0,0,0,0,0,67.21,0,0,0,0
2014-04-23,0,0,117.7,134.74,0,112.95,0,0,0,0,0,0,128.43,99.21,0,0,0,0,0,0,0,67.25,0,0,0,0
2014-04-24,0,0,118.29,135.08,0,113.22,0,0,0,0,0,0,128.77,99.52,0,0,0,0,0,0,0,67.5,0,0,0,0
2014-04-25,0,0,118.1,135.32,0,113.26,0,0,0,0,0,0,128.96,99.82,0,0,0,0,0,0,0,67.94,0,0,0,0
2014-04-28,0,0,118.43,135.48,0,113.57,0,0,0,0,0,0,130.14,100.75,0,0,0,0,0,0,0,67.97,0,0,0,0
2014-04-29,0,0,119.42,136.27,0,114.16,0,0,0,0,0,0,130.49,101.06,0,0,0,0,0,0,0,69.22,0,0,0,0
2014-04-30,0,0,120.15,136.5,0,116.06,0,0,0,0,0,0,130.83,101.17,0,0,0,0,0,0,0,69.65,0,0,0,0
2014-05-02,0,0,120.74,136.97,0,116.6,0,0,0,0,0,0,131.51,103.4,0,0,0,0,0,0,0,70.31,0,0,0,0
2014-05-05,0,0,121.62,137.79,0,117.43,0,0,0,0,0,0,132.62,102.01,0,0,0,0,0,0,0,72.02,0,0,0,0
2014-05-06,0,0,121.77,137.64,0,116.13,0,0,0,0,0,0,131.54,102.32,0,0,0,0,0,0,0,72.38,0,0,0,0
2014-05-07,0,0,122.26,138.13,0,116.4,0,0,0,0,0,0,132.93,103.52,0,0,0,0,0,0,0,73.16,0,0,0,0
2014-05-08,0,0,122.75,138.58,0,116.68,0,0,0,0,0,0,133.97,103.63,0,0,0,0,0,0,0,74.37,0,0,0,0
2014-05-12,0,0,124.11,139.54,0,118.39,0,0,0,0,0,0,135.34,104.74,0,0,0,0,0,0,0,76.41,0,0,0,0
2014-05-13,0,0,124.42,139.7,0,118.67,0,0,0,0,0,0,135.68,104.97,0,0,0,0,0,0,0,76.16,0,0,0,0
2014-05-14,0,0,124.71,139.98,0,118.94,0,0,0,0,0,0,136,105.26,0,0,0,0,0,0,0,76.43,0,0,0,0
2014-05-15,0,0,125.01,140.21,0,119.22,0,0,0,0,0,0,136.13,105.54,0,0,0,0,0,0,0,76.72,0,0,0,0
2014-05-16,0,0,125.3,140.35,0,119.49,0,0,0,0,0,0,136.47,100.66,0,0,0,0,0,0,0,76.89,0,0,0,0
2014-05-19,0,0,126.18,141.18,0,121.32,0,0,0,0,0,0,137.5,105.23,0,0,0,0,0,0,0,78.74,0,0,0,0
2014-05-20,0,0,126.01,141.31,0,121.6,0,0,0,0,0,0,137.83,106.63,0,0,0,0,0,0,0,78.1,0,0,0,0
2014-05-21,0,0,126.64,141.64,0,120.46,0,0,0,0,0,0,138.17,107.01,0,0,0,0,0,0,0,78.26,0,0,0,0
2014-05-22,0,0,127.06,141.94,0,121.81,0,0,0,0,0,0,138.51,107.45,0,0,0,0,0,0,0,78.69,0,0,0,0
2014-05-23,0,0,127.38,142.18,0,122.09,0,0,0,0,0,0,138.86,107.97,0,0,0,0,0,0,0,79.1,0,0,0,0
2014-05-26,0,0,128.18,142.89,0,123.74,0,0,0,0,0,0,140.35,109.81,0,0,0,0,0,0,0,79.83,0,0,0,0
2014-05-27,0,0,128.54,143.13,0,124.01,0,0,0,0,0,0,140.7,109.93,0,0,0,0,0,0,0,80.21,0,0,0,0
2014-05-28,0,0,128.34,0,0,124.29,0,0,0,0,0,0,140.35,110.47,0,0,0,0,0,0,0,79.84,0,0,0,0
2014-05-29,0,0,128.65,0,0,124.56,0,0,0,0,0,0,140.91,110.81,0,0,0,0,0,0,0,81.42,0,0,0,0
2014-05-30,0,0,129.29,0,0,123.34,0,0,0,0,0,0,141.25,111.12,0,0,0,0,0,0,0,82.16,0,0,0,0
2014-06-02,0,0,129.91,0,0,124.66,0,0,0,0,0,0,142.12,112.14,0,0,0,0,0,0,0,82.67,0,0,0,0
2014-06-03,0,0,130.1,0,0,125.93,0,0,0,0,0,0,142.61,112.45,0,0,0,0,0,0,0,83.02,0,0,0,0
2014-06-04,0,0,130.46,0,0,126.21,0,0,0,0,0,0,142.97,112.75,0,0,0,0,0,0,0,83.57,0,0,0,0
2014-06-05,0,0,130.69,0,0,126.48,0,0,0,0,0,0,143.31,113.21,0,0,0,0,0,0,0,83.85,0,0,0,0
2014-06-06,0,0,130.99,0,0,126.75,0,0,0,0,0,0,143.78,113.74,0,0,0,0,0,0,0,83.47,0,0,0,0
2014-06-09,0,0,132.17,0,0,128.43,0,0,0,0,0,0,144.81,114.79,0,0,0,0,0,0,0,82.83,0,0,0,0
2014-06-10,0,0,132.61,0,0,128.7,0,0,0,0,0,0,144.82,115.1,0,0,0,0,0,0,0,81.29,0,0,0,0
2014-06-11,0,0,132.57,0,0,125.42,0,0,0,0,0,0,145.16,115.04,0,0,0,0,0,0,0,82.4,0,0,0,0
2014-06-12,0,0,132.57,0,0,125.42,0,0,0,0,0,0,145.16,115.04,0,0,0,0,0,0,0,82.4,0,0,0,0
2014-06-13,0,0,132.57,0,0,125.42,0,0,0,0,0,0,145.16,115.04,0,0,0,0,0,0,0,82.4,0,0,0,0
2014-06-16,0,0,134.43,0,0,126.71,0,0,0,0,0,0,147.17,116.07,0,0,0,0,0,0,0,84.54,0,0,0,0
2014-06-17,0,0,134.57,0,0,127.37,0,0,0,0,0,0,147.92,117.2,0,0,0,0,0,0,0,83.43,0,0,0,0
2014-06-18,0,0,134.96,0,0,129.04,0,0,0,0,0,0,147.89,117.07,0,0,0,0,0,0,0,84.21,0,0,0,0
2014-06-19,0,0,135.45,0,0,130.31,0,0,0,0,0,0,148.23,116.97,0,0,0,0,0,0,0,84.25,0,0,0,0
2014-06-20,0,0,135.2,0,0,130.58,0,0,0,0,0,0,148.42,117.27,0,0,0,0,0,0,0,85.34,0,0,0,0
2014-06-23,0,0,136.68,0,0,131.4,0,0,0,0,0,0,149.43,118.31,0,0,0,0,0,0,0,87.25,0,0,0,0
2014-06-24,0,0,136.89,0,0,130.68,0,0,0,0,0,0,150.7,119.37,0,0,0,0,0,0,0,87.37,0,0,0,0
2014-06-25,0,0,136.99,0,0,130.96,0,0,0,0,0,0,150.11,119.72,0,0,0,0,0,0,0,88.37,0,0,0,0
2014-06-26,0,0,137.29,0,0,131.23,0,0,0,0,0,0,150.47,117.25,0,0,0,0,0,0,0,88.44,0,0,0,0
2014-06-27,0,0,137.46,0,0,132.5,0,0,0,0,0,0,151.34,119.36,0,0,0,0,0,0,0,88.87,0,0,0,0
2014-06-30,0,0,138.53,0,0,131.08,0,0,0,0,0,0,151.88,120.51,0,0,0,0,0,0,0,89.69,0,0,0,0
2014-07-01,0,0,138.85,0,0,132.6,0,0,0,0,0,0,152.22,120.96,0,0,0,0,0,0,0,90.08,0,0,0,0
2014-07-02,0,0,139.28,0,0,133.87,0,0,0,0,0,0,152.02,119.98,0,0,0,0,0,0,0,90.3,0,0,0,0
2014-07-03,0,0,139.69,0,0,132.22,0,0,0,0,0,0,152.37,122.19,0,0,0,0,0,0,0,90.57,0,0,0,0
2014-07-04,0,0,139.84,0,0,133,0,0,0,0,0,0,152.71,122.66,0,0,0,0,0,0,0,90.82,0,0,0,0
2014-07-07,0,0,140.92,0,0,136.02,0,0,0,0,0,0,153.74,120.67,0,0,0,0,0,0,0,91.87,0,0,0,0
2014-07-08,0,0,141.34,0,0,134.1,0,0,0,0,0,0,154.86,123.74,0,0,0,0,0,0,0,92.47,0,0,0,0
2014-07-09,0,0,141.82,0,0,135.29,0,0,0,0,0,0,155.2,123.72,0,0,0,0,0,0,0,92.86,0,0,0,0
2014-07-10,0,0,141.95,0,0,135.06,0,0,0,0,0,0,155.54,125.29,0,0,0,0,0,0,0,92.95,0,0,0,0
2014-07-11,0,0,142.39,0,0,135.24,0,0,0,0,0,0,155.62,124.99,0,0,0,0,0,0,0,93,0,0,0,0
2014-07-14,0,0,143.26,0,0,136.06,0,0,0,0,0,0,156.56,125.91,0,0,0,0,0,0,0,93.28,0,0,0,0
2014-07-15,0,0,143.66,0,0,138.13,0,0,0,0,0,0,156.91,125.8,0,0,0,0,0,0,0,92.8,0,0,0,0
2014-07-16,0,0,143.94,0,0,138.4,0,0,0,0,0,0,157.12,126.29,0,0,0,0,0,0,0,93.66,0,0,0,0
2014-07-17,0,0,144.23,0,0,135.68,0,0,0,0,0,0,157.35,123.43,0,0,0,0,0,0,0,92.96,0,0,0,0
2014-07-18,0,0,144.56,0,0,136.97,0,0,0,0,0,0,157.72,123.74,0,0,0,0,0,0,0,93.75,0,0,0,0
2014-07-21,0,0,144.84,0,0,136.83,0,0,0,0,0,0,158.56,126.84,0,0,0,0,0,0,0,94.75,0,0,0,0
2014-07-22,0,0,145.53,0,0,137.15,0,0,0,0,0,0,158.9,127.85,0,0,0,0,0,0,0,95.78,0,0,0,0
2014-07-23,0,0,145.78,0,0,137.42,0,0,0,0,0,0,159.25,128.11,0,0,0,0,0,0,0,95.25,0,0,0,0
2014-07-24,0,0,146.31,0,0,137.69,0,0,0,0,0,0,159.58,128.41,0,0,0,0,0,0,0,96.53,0,0,0,0
2014-07-25,0,0,146,0,0,137.97,0,0,0,0,0,0,159.68,128.17,0,0,0,0,0,0,0,96.17,0,0,0,0
2014-07-28,0,0,147.17,0,0,138.79,0,0,0,0,0,0,160.81,129.4,0,0,0,0,0,0,0,97.35,0,0,0,0
2014-07-29,0,0,147.68,0,0,140.05,0,0,0,0,0,0,161.12,129.21,0,0,0,0,0,0,0,96.52,0,0,0,0
2014-07-30,0,0,147.98,0,0,140.33,0,0,0,0,0,0,161.64,129.96,0,0,0,0,0,0,0,95.77,0,0,0,0
2014-07-31,0,0,148.29,0,0,140.6,0,0,0,0,0,0,161.99,130.22,0,0,0,0,0,0,0,98.43,0,0,0,0
2014-08-01,0,0,148.24,0,0,140.88,0,0,0,0,0,0,162.33,130.13,0,0,0,0,0,0,0,98.41,0,0,0,0
2014-08-04,0,0,149.4,0,0,141.35,0,0,0,0,0,0,101.03,131.05,0,0,0,0,0,0,0,97.29,0,0,0,0
2014-08-05,0,0,149.67,0,0,141.57,0,0,0,0,0,0,101.37,131.65,0,0,0,0,0,0,0,99.48,0,0,0,0
2014-08-06,0,0,149.85,0,0,141.85,0,0,0,0,0,0,101.82,131.81,0,0,0,0,0,0,0,97.89,0,0,0,0
2014-08-07,0,0,150.15,0,0,142.12,0,0,0,0,0,0,102.07,132.48,0,0,0,0,0,0,0,98.47,0,0,0,0
2014-08-08,0,0,150.63,0,0,142.39,0,0,0,0,0,0,102.4,132.79,0,0,0,0,0,0,0,100.6,0,0,0,0
2014-08-11,0,0,151.38,0,0,143.33,0,0,0,0,0,0,103.42,133.38,0,0,0,0,0,0,0,101.97,0,0,0,0
2014-08-12,0,0,151.68,0,0,142.82,0,0,0,0,0,0,103.95,133.61,0,0,0,0,0,0,0,102.44,0,0,0,0
2014-08-13,0,0,151.97,0,0,143.38,0,0,0,0,0,0,104.48,134.34,0,0,0,0,0,0,0,102.18,0,0,0,0
2014-08-14,0,0,152.27,0,0,143.66,0,0,0,0,0,0,104.62,134.39,0,0,0,0,0,0,0,103.37,0,0,0,0
2014-08-15,0,0,152.7,0,0,144.03,0,0,0,0,0,0,105.02,134.47,0,0,0,0,0,0,0,103.76,0,0,0,0
2014-08-18,0,0,100.08,0,0,144.84,0,0,0,0,0,0,106.34,135.86,0,0,0,0,0,0,0,105.17,0,0,0,0
2014-08-19,0,0,100.33,0,0,145.12,0,0,0,0,0,0,106.34,135.95,0,0,0,0,0,0,0,106.1,0,0,0,0
2014-08-20,0,0,100.66,0,0,144.7,0,0,0,0,0,0,106.86,136.21,0,0,0,0,0,0,0,107.13,0,0,0,0
2014-08-21,0,0,100.93,0,0,144.98,0,0,0,0,0,0,107.4,136.43,0,0,0,0,0,0,0,106.81,0,0,0,0
2014-08-22,0,0,101.28,0,0,145.25,0,0,0,0,0,0,107.82,136.76,0,0,0,0,0,0,0,107.66,0,0,0,0
2014-08-25,0,0,102.45,0,0,147.57,0,0,0,0,0,0,108.87,137.84,0,0,0,0,0,0,0,108.46,0,0,0,0
2014-08-26,0,0,102.74,0,0,147.05,0,0,0,0,0,0,108.77,138.08,0,0,0,0,0,0,0,108.49,0,0,0,0
2014-08-27,0,0,102.78,0,0,147.32,0,0,0,0,0,0,109.2,138.5,0,0,0,0,0,0,0,108.87,0,0,0,0
2014-08-28,0,0,102.59,0,0,147.59,0,0,0,0,0,0,109.5,138.95,0,0,0,0,0,0,0,109.06,0,0,0,0
2014-08-29,0,0,102.73,0,0,148.67,0,0,0,0,0,0,109.97,139.18,0,0,0,0,0,0,0,109.38,0,0,0,0
2014-09-01,0,0,103.62,0,0,148.54,0,0,0,0,0,0,110.8,139.73,0,0,0,0,0,0,0,110.69,0,0,0,0
2014-09-02,0,0,104.52,0,0,148.84,0,0,0,0,0,0,111.03,140.1,0,0,0,0,0,0,0,111.73,0,0,0,0
2014-09-03,0,0,104.61,0,0,99.25,0,0,0,0,0,0,111.38,140.55,0,0,0,0,0,0,0,112.03,0,0,0,0
2014-09-04,0,0,104.9,0,0,99.5,0,0,0,0,0,0,112.44,141.09,0,0,0,0,0,0,0,112.84,0,0,0,0
2014-09-05,0,0,105.26,0,0,99.77,0,0,0,0,0,0,112.41,141.44,0,0,0,0,0,0,0,111.84,0,0,0,0
2014-09-08,0,0,106.53,0,0,100.59,0,0,0,0,0,0,113.17,142,0,0,0,0,0,0,0,113.53,0,0,0,0
2014-09-09,0,0,107.22,0,0,100.87,0,0,0,0,0,0,113.69,143.05,0,0,0,0,0,0,0,113.42,0,0,0,0
2014-09-10,0,0,107.39,0,0,101.17,0,0,0,0,0,0,114.1,143.21,0,0,0,0,0,0,0,113.85,0,0,0,0
2014-09-11,0,0,107.11,0,0,101.45,0,0,0,0,0,0,114.47,143.52,0,0,0,0,0,0,0,114.28,0,0,0,0
2014-09-12,0,0,107.55,0,0,101.69,0,0,0,0,0,0,114.57,143.43,0,0,0,0,0,0,0,114.02,0,0,0,0
2014-09-15,0,0,108.93,0,0,101.87,0,0,0,0,0,0,115.64,144.7,0,0,0,0,0,0,0,115.09,0,0,0,0
2014-09-16,0,0,109.22,0,0,102.1,0,0,0,0,0,0,115.45,144.68,0,0,0,0,0,0,0,114.92,0,0,0,0
2014-09-17,0,0,109.1,0,0,102.33,0,0,0,0,0,0,116.37,144.95,0,0,0,0,0,0,0,113.86,0,0,0,0
2014-09-18,0,0,109.8,0,0,102.62,0,0,0,0,0,0,116.75,145.56,0,0,0,0,0,0,0,115.35,0,0,0,0
2014-09-19,0,0,110,0,0,102.91,0,0,0,0,0,0,117,145.44,0,0,0,0,0,0,0,114.47,0,0,0,0
2014-09-22,0,0,110.27,0,0,103.73,0,0,0,0,0,0,118.11,146.52,0,0,0,0,0,0,0,116.48,0,0,0,0
2014-09-23,0,0,110.72,0,0,103.94,0,0,0,0,0,0,118.56,146.67,0,0,0,0,0,0,0,115.8,0,0,0,0
2014-09-24,0,0,111.01,0,0,104.04,0,0,0,0,0,0,118.72,146.97,0,0,0,0,0,0,0,115.68,0,0,0,0
2014-09-25,0,0,111,0,0,104.41,0,0,0,0,0,0,119.32,147.38,0,0,0,0,0,0,0,116.07,0,0,0,0
2014-09-26,0,0,111.46,0,0,104.75,0,0,0,0,0,0,119.53,147.49,0,0,0,0,0,0,0,116.93,0,0,0,0
2014-09-29,0,0,112.34,0,0,105.65,0,0,0,0,0,0,120.29,148.37,0,0,0,0,0,0,0,118.17,0,0,0,0
2014-09-30,0,0,112.7,0,0,105.37,0,0,0,0,0,0,120.57,149.12,0,0,0,0,0,0,0,117.35,0,0,0,0
2014-10-01,0,0,113.05,0,0,107.74,0,0,0,0,0,0,120.84,148.82,0,0,0,0,0,0,0,116.97,0,0,0,0
2014-10-02,0,0,113.35,0,0,105.92,0,0,0,0,0,0,121.21,149.25,0,0,0,0,0,0,0,117.6,0,0,0,0
2014-10-03,0,0,114.13,0,0,106.43,0,0,0,0,0,0,121.6,149.46,0,0,0,0,0,0,0,117.85,0,0,0,0
2014-10-06,0,0,115.02,0,0,107.26,0,0,0,0,0,0,122.54,150.35,0,0,0,0,0,0,0,118.63,0,0,0,0
2014-10-07,0,0,115.31,0,0,108.01,0,0,0,0,0,0,123.25,150.67,0,0,0,0,0,0,0,118.77,0,0,0,0
2014-10-08,0,0,115.6,0,0,108.54,0,0,0,0,0,0,123.62,151.02,0,0,0,0,0,0,0,118.95,0,0,0,0
2014-10-09,0,0,115.45,0,0,108.43,0,0,0,0,0,0,123.99,151.34,0,0,0,0,0,0,0,118.91,0,0,0,0
2014-10-10,0,0,115.83,0,0,108.56,0,0,0,0,0,0,124.26,151.68,0,0,0,0,0,0,0,118.3,0,0,0,0
2014-10-13,0,0,116.83,0,0,109.91,0,0,0,0,0,0,125.43,152.43,0,0,0,0,0,0,0,119.68,0,0,0,0
2014-10-14,0,0,116.88,0,0,110.19,0,0,0,0,0,0,125.78,152.74,0,0,0,0,0,0,0,119.53,0,0,0,0
2014-10-15,0,0,117.22,0,0,109.58,0,0,0,0,0,0,126.1,153.28,0,0,0,0,0,0,0,123.04,0,0,0,0
2014-10-16,0,0,117.23,0,0,109.85,0,0,0,0,0,0,126.43,153.54,0,0,0,0,0,0,0,61.55,0,0,0,0
2014-10-17,0,0,117.7,0,0,110.13,0,0,0,0,0,0,126.77,153.88,0,0,0,0,0,0,0,62.18,0,0,0,0
2014-10-20,0,0,118.88,0,0,110.97,0,0,0,0,0,0,127.7,150.96,0,0,0,0,0,0,0,62.1,0,0,0,0
2014-10-21,0,0,114.94,0,0,111.24,0,0,0,0,0,0,128.18,154.75,0,0,0,0,0,0,0,61.97,0,0,0,0
2014-10-22,0,0,119.26,0,0,111.52,0,0,0,0,0,0,128.28,100.02,0,0,0,0,0,0,0,62.3,0,0,0,0
2014-10-23,0,0,119.49,0,0,112.24,0,0,0,0,0,0,128.52,99.57,0,0,0,0,0,0,0,62.78,0,0,0,0
2014-10-24,0,0,119.87,0,0,112.5,0,0,0,0,0,0,128.85,99.45,0,0,0,0,0,0,0,62.66,0,0,0,0
2014-10-27,0,0,120.63,0,0,113.15,0,0,0,0,0,0,129.79,100.47,0,0,0,0,0,0,0,63.47,0,0,0,0
2014-10-28,0,0,120.83,0,0,113.61,0,0,0,0,0,0,130.14,100.22,0,0,0,0,0,0,0,62.43,0,0,0,0
2014-10-29,0,0,121.34,0,0,113.89,0,0,0,0,0,0,130.43,100.61,0,0,0,0,0,0,0,63.6,0,0,0,0
2014-10-30,0,0,121.41,0,0,114.16,0,0,0,0,0,0,130.47,100.88,0,0,0,0,0,0,0,62.6,0,0,0,0
2014-10-31,0,0,121.63,0,0,114.15,0,0,0,0,0,0,131.16,101.19,0,0,0,0,0,0,0,63.02,0,0,0,0
2014-11-03,0,0,122.51,0,0,114.98,0,0,0,0,0,0,132.19,102.12,0,0,0,0,0,0,0,65.4,0,0,0,0
